window_id,symbol,start_ms,label,split,pump_type,pct_chg,vol_ratio_1h,vol_ratio_4h,vol_spike_count,cvd_div_1h,price_vs_cvd,price_vs_high_7d,hour_of_day,btc_trend_1h,oi_chg_1h,oi_chg_4h,oi_oi_btc_corr,funding_last,funding_trend_3,liq_long_1h,liq_short_1h,liq_ratio,catalyst_hit_liq_sweep,catalyst_hit_macro_extreme,catalyst_hit_stablecoin_inflow,catalyst_hit_news_signal,catalyst_hit_token_unlock
c_2028,DOGEUSDT,1748782800000,0,train,control,,0.7826885159935316,0.8551507214382138,0,-0.05156585795920856,0,0.8097474791002327,13,-0.0011620753955285008,0.030348846650032207,0.02507822941300255,0.13078685688571962,-3.376e-05,-6.198e-05,0.0,0.0,0.5,0,0,0,0,0
c_2029,DOGEUSDT,1761868800000,0,train,control,,2.0524335239344516,1.181187768739579,1,0.20300450181725255,0,0.8716161375029841,0,0.0037530583995542587,0.0015508317481050353,0.01705062539507381,0.0991204284404806,-0.00014643,-0.00012632,0.0,0.0,0.5,0,0,0,0,0
c_2030,DOGEUSDT,1714608000000,0,train,control,,,,0,0.008741665760841018,0,0.9721371479793831,0,0.007772490878514378,0.0024912166634426785,-0.0006453858346119813,,-7.76e-05,-0.0001528,0.0,0.0,0.5,0,0,0,0,0
c_2031,DOGEUSDT,1724472000000,0,train,control,,0.5758005111541428,0.7227236244189224,0,-0.10049901324922214,0,0.9752166377816291,4,-0.0017071094615485494,0.0014467693544463177,0.0030418891624927192,0.22680388135251733,3.479e-05,-6.512e-05,0.0,0.0,0.5,0,0,0,0,0
c_2032,DOGEUSDT,1740250800000,0,train,control,,0.8085596591906006,0.8889092415086185,0,-0.03678203611706874,0,0.89459341617615,19,-0.001831405129797802,0.0011896305194179148,0.0005134240624254775,0.6046115017526914,-1.782e-05,-0.00011782000000000001,0.0,0.0,0.5,0,0,0,0,0
c_2033,DOGEUSDT,1749484800000,0,train,control,,1.0065373250443124,1.276276962313264,0,0.01742088864521045,0,0.9201596806387227,16,2.8820801553030467e-05,-0.004249845691367569,-0.013733983796463775,-0.1872410390570857,1.615e-05,1.5800000000000001e-06,0.0,0.0,0.5,0,0,0,0,0
c_2034,DOGEUSDT,1760508000000,0,train,control,,0.6790947840894713,0.9473459892185754,0,-0.03687988377081517,0,0.781093193396407,6,0.0007622955783294846,-0.0058444255529018435,0.008519612815776947,0.8575031489721233,2.415e-05,-6.313e-05,0.0,0.0,0.5,0,0,0,0,0
c_2035,DOGEUSDT,1714723200000,0,train,control,,,,0,-0.01931211699066945,0,0.9742985492304294,8,-0.0010503155168076548,-0.007073147713599876,-0.015978763763964357,,-6.276e-05,-7.818e-05,0.0,0.0,0.5,0,0,0,0,0
c_2036,DOGEUSDT,1725044400000,0,train,control,,3.010783678224407,2.848539739986807,3,0.08163500145969782,0,0.8745233968804159,19,0.01258135304576935,-0.011794958382504616,-0.013761044156095796,-0.02785558062970749,8.463e-05,9.281e-05,0.0,0.0,0.5,0,0,0,0,0
c_2037,DOGEUSDT,1739001600000,0,train,control,,0.629654465449604,0.5005851863709461,0,0.029606555038590512,0,0.7551635898373241,8,0.002105232440589715,-0.0020166329740384866,-0.0008270422532200741,0.007792777116089739,0.0001,9.555e-05,0.0,0.0,0.5,0,0,0,0,0
c_2038,DOGEUSDT,1750644000000,0,train,control,,0.896293530749259,1.8444947661080398,2,-0.011888968992079111,1,0.8417071554770318,2,0.001961332595602598,0.0013127899562409612,-0.018037042697896,0.031892210255334286,4.515e-05,-5.4850000000000005e-05,0.0,0.0,0.5,0,0,0,0,0
c_2039,DOGEUSDT,1759521600000,0,train,control,,1.0102343010684633,2.5089197528261202,2,0.027600693636575614,1,0.9768932112028346,20,0.0008464919154715954,-0.005818818001193698,-0.03522559786120047,-0.03992698822421921,2.871e-05,-7.117e-05,0.0,0.0,0.5,0,0,0,0,0
c_2040,DOGEUSDT,1762524000000,0,test,control,,1.1332470475563967,1.1993984304989038,0,-0.018428263626219264,1,0.8579223393547705,14,0.006888942654722737,0.02073134694530714,0.0302778129882558,0.15246612003497584,0.0001,0.00012664,0.0,0.0,0.5,0,0,0,0,0
c_2041,DOGEUSDT,1765483200000,0,test,control,,1.388613853502383,1.1843905842552755,0,-0.01557748129731194,1,0.9033500946907858,20,0.0014957328594640492,0.024969103615562097,0.003992601514019646,-0.07033614448741257,-7.076e-05,-0.00011491,0.0,0.0,0.5,0,0,0,0,0
c_2042,DOGEUSDT,1770318000000,0,test,control,,5.342679331243354,8.390402024269106,4,0.02956294213541847,0,0.7793696275071633,19,0.0023913934023543837,0.0020096015398121413,-0.020751427867249247,0.18456496450541812,-4.738e-05,-6.188999999999999e-05,0.0,0.0,0.5,0,0,0,0,0
c_2043,DOGEUSDT,1776024000000,0,test,control,,0.5846166302571406,0.7150217576664318,0,-0.10806441119327917,0,0.9462611955842533,20,-0.0005260744437537624,-0.008575803051144557,-0.01580170148686372,0.24593931335137886,-9.99e-05,-0.0001999,0.0,0.0,0.5,0,0,0,0,0
c_2044,DOGEUSDT,1779814800000,0,test,control,,1.7138475188326008,1.6381753131680155,0,0.27022092940989517,1,0.9501592655049653,17,0.0007374650554015228,0.0004772400526389207,-0.008342502517993367,0.18772587323908818,7.485e-05,1.5720000000000005e-05,0.0,3193.99242,0.0,0,0,0,0,0
c_2045,DOGEUSDT,1716026400000,0,train,control,,0.31344305973802417,0.3500680844016253,0,-0.03657916981095666,1,0.9769631535998995,10,0.0016927899686519506,0.00221395292866995,-0.013284110448925645,0.023926551296354834,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2046,DOGEUSDT,1725292800000,0,train,control,,1.0125083340054868,1.1983471356931181,0,-0.05646777946374107,0,0.9052935156758768,16,-0.0012256784761983295,-0.0009952736754936448,0.02020869961985818,-0.08005712893665609,-7.86e-05,9.993000000000001e-05,0.0,0.0,0.5,0,0,0,0,0
c_2047,DOGEUSDT,1736668800000,0,train,control,,0.4936587311949009,0.46539377795248105,0,-0.016433867865470953,1,0.8534521717298519,8,-0.00034667740977902857,0.00044162792508600947,0.007269200660058351,0.036961956593334205,-8.906e-05,-7.746000000000001e-05,0.0,0.0,0.5,0,0,0,0,0
c_2048,DOGEUSDT,1749618000000,0,train,control,,0.6705143618453098,0.8137365251752199,0,-0.02935478986572718,1,0.9963311051917374,5,-0.0012975987583904204,0.005115912412366522,0.030466191050037155,-0.09617223870696709,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2049,DOGEUSDT,1761868800000,0,train,control,,2.0524335239344516,1.181187768739579,1,0.20300450181725255,0,0.8716161375029841,0,0.0037530583995542587,0.0015508317481050353,0.01705062539507381,0.0991204284404806,-0.00014643,-0.00012632,0.0,0.0,0.5,0,0,0,0,0
c_2050,DOGEUSDT,1716559200000,0,train,control,,3.3049232176023873,1.8976971607257613,2,0.014024330985954504,1,0.9340389016018306,14,-0.006219854070376168,-0.014027344637168183,0.018851774693603766,0.06420573132967586,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2051,DOGEUSDT,1725706800000,0,train,control,,0.7107329782166316,1.4853928558015081,1,-0.0471427935293603,1,0.9195503421309873,11,0.0017779909071627112,-0.0014970039439726195,0.0012955077921963669,0.21758873916493449,-2.712e-05,-1.3530000000000001e-05,0.0,0.0,0.5,0,0,0,0,0
c_2052,DOGEUSDT,1737126000000,0,train,control,,2.4375354036111956,1.866306701623596,2,0.05853631338955838,0,0.9852120402614128,15,0.00881081355521789,0.0022653802533981146,-0.007788342104181445,-0.010349455850723338,9.595e-05,-4.0500000000000036e-06,0.0,0.0,0.5,0,0,0,0,0
c_2053,DOGEUSDT,1749520800000,0,train,control,,0.7234838370116567,1.1319713402565208,0,-0.016244769884377393,0,0.9727544910179641,2,-0.0011631875708220396,0.00480672521365545,0.000988327434443943,-0.12378449311108827,0.0001,8.385e-05,0.0,0.0,0.5,0,0,0,0,0
c_2054,DOGEUSDT,1760788800000,0,train,control,,0.4264747339423324,0.5065547675609288,0,0.07498144870141947,0,0.8609265453878935,12,0.002726004284122105,-0.0038791542272114273,0.019671564799736942,0.2149406939057678,-2.13e-05,-4.419999999999998e-06,0.0,0.0,0.5,0,0,0,0,0
p_411,DOTUSDT,1720144800000,1,train,main,16.6468,4.303682473304919,5.282351109371925,4,-0.01274325569913417,0,0.8208932626797879,2,-0.0037044526649396654,0.007463326751643112,-0.00043310315061082216,0.11082579175357948,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
p_412,DOTUSDT,1722837600000,1,train,main,15.8847,13.246820459411683,10.643510397914035,4,-0.03700021134614817,0,0.6669504512174357,6,-0.015114447034021003,0.008101194208429361,0.05696426220484702,0.12223493052573917,-7.682e-05,-0.00015567,0.0,0.0,0.5,0,0,0,0,0
p_413,DOTUSDT,1731178800000,1,train,main,23.0105,2.021583622660559,2.4118971785665444,3,0.027785694438092572,0,0.999547203984605,19,0.0016677448179849526,0.018040770199795664,0.027304677958021804,-0.012264628192794705,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
p_414,DOTUSDT,1731722400000,1,train,main,17.3081,0.8913401187871136,1.339550708083801,0,0.049200371974490405,0,0.8891928864569084,2,0.0024732087357422273,-0.012588969559712497,-0.002528389444013768,0.057489292683274504,0.0001,0.0,0.0,0.0,0.5,0,1,1,0,0
p_415,DOTUSDT,1732320000000,1,train,main,41.3692,3.1366276956865775,1.9866941411762944,1,0.006868260743118226,0,0.9910367493277562,0,0.0029534594408805056,0.004169866658561893,0.007591281563194235,-0.02687323519268177,0.0001,-0.00013319999999999999,0.0,0.0,0.5,0,1,1,0,0
p_416,DOTUSDT,1738555200000,1,train,main,26.0744,7.437678409678349,13.29272987592403,4,-0.11022745822010241,1,0.667282240689443,4,0.004944456382411205,-0.039809889256258314,-0.02376639675906774,0.11799759375150973,-9.528e-05,-9.169e-05,0.0,0.0,0.5,0,0,0,0,0
p_417,DOTUSDT,1762516800000,1,test,main,25.7958,2.552632319378634,1.8867147543657699,2,-0.09848208460759485,0,0.9233322270162629,12,-0.0035363508473044715,0.0007010919895683148,0.018532368135382057,0.07891532735021531,-0.00035293,0.00028107999999999996,0.0,0.0,0.5,0,1,0,0,0
p_418,DOTUSDT,1771974000000,1,test,main,39.644,1.1047239466471055,0.9715924747532381,0,0.12115949696377029,0,0.8876163206871868,23,0.0012904394993220635,0.004106996382849259,0.012843429784131034,0.03494043480626741,0.0001,0.0001469,0.0,0.0,0.5,0,1,0,0,0
p_419,DOTUSDT,1732402800000,1,train,fast,13.3873,2.4801902783586027,4.150289207501791,4,-0.0865076065126206,0,0.9155376799322608,23,-0.003107792232968016,0.006863406412122726,0.027343241729007598,-0.028833217977393653,0.00022532,0.00012532,0.0,0.0,0.5,0,1,1,0,0
c_2055,DOTUSDT,1714608000000,0,train,control,,,,0,0.08395440173092693,0,0.9945181765724177,0,0.007772490878514378,0.00011385545984673404,0.013884522511403935,,-9.868e-05,3.476e-05,0.0,0.0,0.5,0,0,0,0,0
c_2056,DOTUSDT,1728374400000,0,train,control,,1.7367301480120598,1.3040752455971825,0,-0.0420539048572009,0,0.9028508771929825,8,-0.003074411644674171,0.008417612572554712,0.01846916732065,-0.16611670932249767,5.43e-05,-2.1979999999999996e-05,0.0,0.0,0.5,0,0,0,0,0
c_2057,DOTUSDT,1738321200000,0,train,control,,0.6738724001460185,1.1285463908476607,0,-0.0808754749535101,1,0.9492742551566081,11,0.0002600221258680356,0.0012323751420719102,-0.02747415329526134,0.013722395238523779,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2058,DOTUSDT,1751972400000,0,train,control,,1.2460341473833478,0.8592344934560534,0,0.005870902096309306,0,0.9206002728512961,11,0.0034518480116820156,-0.0015244372865625454,0.005467783818113995,0.18520281643009637,3.817e-05,-6.183e-05,0.0,0.0,0.5,0,0,0,0,0
c_2059,DOTUSDT,1761271200000,0,train,control,,0.5431872812304432,0.6299217928972562,0,-0.14370313985495534,0,0.9410288582183186,2,0.000831197240932103,-0.002666729401602865,-0.006090148719649173,0.2109158609675711,-4.509e-05,0.00018101,0.0,0.0,0.5,0,0,0,0,0
c_2060,DOTUSDT,1715248800000,0,train,control,,1.3730340528557545,1.0932968376719778,0,-0.014575713734528482,0,0.9187525097041895,10,-0.00034261269918441865,-0.0018526720093259349,-0.0014656179894786015,-0.054697401657271424,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2061,DOTUSDT,1728651600000,0,train,control,,0.8801581163175174,0.7872052049639641,0,0.24105328229516218,0,0.9704848910751932,13,0.003433104350670616,0.0004110060691752799,0.007425730937976998,0.0294027287428046,0.0001,3.210000000000001e-05,0.0,0.0,0.5,0,0,0,0,0
c_2062,DOTUSDT,1740920400000,0,train,control,,0.6685640968606643,0.6328004160483008,0,-0.12049341565019445,0,0.8909897742620105,13,-0.0012074796332236357,-0.0018328570417271144,0.008415654013253357,0.05073935479706856,7.434e-05,0.00021725,0.0,0.0,0.5,0,0,0,0,0
c_2063,DOTUSDT,1751274000000,0,train,control,,0.949417005564158,1.2277508663864738,0,-0.14469805202826866,0,0.9570072585147962,9,-0.0010012773956748129,0.0005340948940326671,0.0050339058668595685,0.1705938048957103,6.819e-05,7.316999999999999e-05,0.0,0.0,0.5,0,0,0,0,0
c_2064,DOTUSDT,1761285600000,0,train,control,,0.5671081627762018,0.7617331687866349,0,0.12940049973075843,0,0.9573400250941029,6,0.0006776598147730102,-0.0052522097059004595,-0.004934643609876536,0.21176539266465563,-4.509e-05,0.00018101,0.0,0.0,0.5,0,0,0,0,0
c_2065,DOTUSDT,1715025600000,0,train,control,,,,0,-0.07919798997989175,0,0.9621201980993173,20,-0.002652754303821616,-0.00027600233750946457,-0.0007663390263605225,,0.0001,9.822e-05,0.0,0.0,0.5,0,0,0,0,0
c_2066,DOTUSDT,1726218000000,0,train,control,,0.9281728202764042,0.8059187411074566,0,-0.0017623710954075037,1,0.9919317657906869,9,-0.0025740446764623845,-0.0019128675197069992,-0.0022690272723593754,0.36595906599248706,0.0001,1.8990000000000006e-05,0.0,0.0,0.5,0,0,0,0,0
c_2067,DOTUSDT,1739005200000,0,train,control,,0.8876270073682113,1.042842152348108,0,-0.014024339757668208,0,0.705864053507544,9,-0.003216734925649934,0.006340960588787774,0.020559881881752444,0.0689793464169392,-5.636e-05,-9.959e-05,0.0,0.0,0.5,0,0,0,0,0
c_2068,DOTUSDT,1748862000000,0,train,control,,1.1711198127825062,1.2061200189303638,0,0.04948448705043828,0,0.8470085470085471,11,-0.0020453360502437367,0.009073395685507555,0.024324005630551697,0.014881807977047114,0.0001,3.957e-05,0.0,0.0,0.5,0,0,0,0,0
c_2069,DOTUSDT,1761868800000,0,train,control,,1.3738908356346082,1.4219296259905339,1,-0.04757477875898517,1,0.8841294298921418,0,0.0037530583995542587,-0.002746441726474282,0.009205953177836505,-0.06323732229775697,-0.00039367,-0.00028597,0.0,0.0,0.5,0,0,0,0,0
c_2070,DOTUSDT,1714608000000,0,train,control,,,,0,0.08395440173092693,0,0.9945181765724177,0,0.007772490878514378,0.00011385545984673404,0.013884522511403935,,-9.868e-05,3.476e-05,0.0,0.0,0.5,0,0,0,0,0
c_2071,DOTUSDT,1725613200000,0,train,control,,1.8012985592424187,1.831443791633271,1,-0.12914079410307994,0,0.9193809193809195,9,-0.00014704221008035974,0.007892043597122447,-0.003988607954160318,0.1651819991918197,5.706e-05,2.891e-05,0.0,0.0,0.5,0,0,0,0,0
c_2072,DOTUSDT,1740045600000,0,train,control,,0.5655835201551419,0.698372750122869,0,-0.1328813983168932,0,0.9238786525218686,10,0.00044491682527124566,-0.0006009394598404192,-0.005788585049407461,0.044588599907524964,0.0001,6.603e-05,0.0,0.0,0.5,0,0,0,0,0
c_2073,DOTUSDT,1751191200000,0,train,control,,0.8181843099088638,0.5992487511059443,0,0.03279362904292137,0,0.9715989775631922,10,0.001802931505322464,-0.0019830752273142516,0.003560159164325696,0.21011241115058643,0.0001,4.3790000000000006e-05,0.0,0.0,0.5,0,0,0,0,0
c_2074,DOTUSDT,1761868800000,0,train,control,,1.3738908356346082,1.4219296259905339,1,-0.04757477875898517,1,0.8841294298921418,0,0.0037530583995542587,-0.002746441726474282,0.009205953177836505,-0.06323732229775697,-0.00039367,-0.00028597,0.0,0.0,0.5,0,0,0,0,0
c_2075,DOTUSDT,1714608000000,0,train,control,,,,0,0.08395440173092693,0,0.9945181765724177,0,0.007772490878514378,0.00011385545984673404,0.013884522511403935,,-9.868e-05,3.476e-05,0.0,0.0,0.5,0,0,0,0,0
c_2076,DOTUSDT,1727391600000,0,train,control,,0.6261368176156793,0.8268820854060042,0,-0.007386499352763482,1,0.9866666666666666,23,0.0007644342724953948,0.007921753998456156,0.007760821082375923,0.09967651270368165,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2077,DOTUSDT,1741608000000,0,train,control,,0.9853920373514383,1.5792961136064354,1,0.1887760679334102,0,0.8395061728395061,12,0.015816000826853242,0.004393368302155823,-0.011961661764330962,0.021424033976812404,-0.00018696,-8.246e-05,0.0,0.0,0.5,0,0,0,0,0
c_2078,DOTUSDT,1752843600000,0,train,control,,1.2026740496148034,1.618237569442968,1,-0.012264452754252737,1,0.9656364815215043,13,0.0021229195598088534,-0.0025951759293080727,0.016935983628683954,-0.04974056063302125,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2079,DOTUSDT,1760749200000,0,train,control,,0.7506633178992219,0.7786113289659311,0,0.1483822982519922,0,0.8451481696687971,1,0.0038015164704178674,-0.0003079996205530531,-0.006394550632894544,0.16120034698429447,-0.00025093,1.4559999999999996e-05,0.0,0.0,0.5,0,0,0,0,0
c_2080,DOTUSDT,1714608000000,0,train,control,,,,0,0.08395440173092693,0,0.9945181765724177,0,0.007772490878514378,0.00011385545984673404,0.013884522511403935,,-9.868e-05,3.476e-05,0.0,0.0,0.5,0,0,0,0,0
c_2081,DOTUSDT,1725847200000,0,train,control,,0.8132651324258409,1.4072196617552082,1,-0.05275132790760406,0,0.9715152930189118,2,0.0011798498372934617,-0.001068749770310562,-0.004863670072890949,0.2645689509873935,0.0001,2.600000000000009e-06,0.0,0.0,0.5,0,0,0,0,0
c_2082,DOTUSDT,1737374400000,0,train,control,,1.2434361306608834,1.6407822825166896,1,0.08568091690773628,0,0.8808897078178468,12,0.0025446164416669174,0.000995061828621951,0.0030304199039966812,-0.08287543428474312,9.909e-05,-9.100000000000031e-07,0.0,0.0,0.5,0,0,0,0,0
c_2083,DOTUSDT,1749682800000,0,train,control,,2.0006104723911733,1.5735243846827798,1,-0.10811100745842186,0,0.959244761685471,23,-0.00042048926138669074,0.0019515598265060672,-0.010455244477206043,0.12030948370841507,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2084,DOTUSDT,1761868800000,0,train,control,,1.3738908356346082,1.4219296259905339,1,-0.04757477875898517,1,0.8841294298921418,0,0.0037530583995542587,-0.002746441726474282,0.009205953177836505,-0.06323732229775697,-0.00039367,-0.00028597,0.0,0.0,0.5,0,0,0,0,0
c_2085,DOTUSDT,1761984000000,0,test,control,,1.4643515019731157,0.7527297225619016,0,-0.1511126341863241,1,0.8939907550077041,8,0.0006284320483975058,0.004895810432228428,-0.0019101635711771692,-0.03320377311791784,8.394e-05,3.476e-05,0.0,0.0,0.5,0,0,0,0,0
c_2086,DOTUSDT,1765807200000,0,test,control,,1.5146768278606346,1.082964427058663,0,-0.035677483703852306,0,0.8334728033472802,14,-0.0030092194990285607,-0.001618909532406385,-0.004563103119730744,0.22844205820454216,-0.00010357,0.00013005,0.0,0.0,0.5,0,0,0,0,0
c_2087,DOTUSDT,1770886800000,0,test,control,,0.9224112217399058,0.8526101102355359,0,-0.08063026199257634,0,0.8886583679114799,9,-0.0011044707248274762,0.006523168689116603,0.01764998655580179,0.3231974636746322,-0.00014691,-6.03999999999999e-06,0.0,0.0,0.5,0,0,0,0,0
c_2088,DOTUSDT,1774893600000,0,test,control,,2.2103143722013168,1.5938922462357157,1,-0.12527458636678546,0,0.8660652324774462,18,-0.007838652666597402,0.016064255168337278,0.021811165634684382,-0.02550476256720132,-0.00030511,8.821000000000002e-05,0.0,0.0,0.5,0,0,0,0,0
c_2089,DOTUSDT,1779130800000,0,test,control,,1.0136285286574758,0.958774293835858,0,-0.14515908448969828,0,0.8456189151599444,19,-0.005862704461002907,-0.009750161763247658,0.022940175536192358,0.14657938307573848,-4.177e-05,-5.767e-05,0.0,758.43999,0.0,0,0,0,0,0
c_2090,DOTUSDT,1761958800000,0,test,control,,0.739730038096466,0.541741716948053,0,-0.025198986107129857,1,0.888135593220339,1,0.0012085000269264957,-0.0046543431901423,-0.009380254578516068,-0.026386213955660463,-6.052e-05,-1.3340000000000004e-05,0.0,0.0,0.5,0,0,0,0,0
c_2091,DOTUSDT,1766059200000,0,test,control,,0.6255168630841272,0.999602976167532,0,-0.04328802024786407,1,0.8615751789976133,12,-0.0004478439349789166,0.010904890484638077,0.028857052909094308,0.3297554724836718,-0.00022881,-0.00022027,0.0,0.0,0.5,0,0,0,0,0
c_2092,DOTUSDT,1771570800000,0,test,control,,1.0277771068814279,0.889125015021712,0,-0.031425311337738134,1,0.9012517385257303,7,0.0007881220851289064,-0.008910091925999612,0.0021345495432273996,0.13909168932520016,-0.00011603,2.830999999999999e-05,0.0,0.0,0.5,0,0,0,0,0
c_2093,DOTUSDT,1775764800000,0,test,control,,1.9928774588616374,1.6841689573325669,0,0.08840644700740526,0,0.9782771535580524,20,0.002875462948142727,-0.010186158047415768,-0.01881524726212027,0.0400047948378302,-0.00040545,-0.0005054500000000001,0.0,0.0,0.5,0,0,0,0,0
c_2094,DOTUSDT,1779548400000,0,test,control,,2.036375073777887,1.592481074507722,2,0.03560481347298058,0,0.9212481426448736,15,0.00425242116660256,-0.012699894590751165,-0.009701910116515037,0.2628560724765439,-8.467e-05,-0.00018467,0.0,0.0,0.5,0,0,0,0,0
c_2095,DOTUSDT,1716832800000,0,train,control,,1.2795109773360185,2.4795191112659944,2,-0.20052702788723473,0,0.9875385405960946,18,0.00019508777525884146,0.0035970579097755477,0.023194813762744484,0.07888154584984614,0.00012588,2.5880000000000003e-05,0.0,0.0,0.5,0,0,0,0,0
c_2096,DOTUSDT,1724868000000,0,train,control,,1.640522231556179,2.9831011439528927,3,-0.0946686236037985,0,0.8291821925867816,18,-0.009097624509156016,-0.00423744321546005,-0.014632162550855657,0.05896990258290572,-6.011e-05,1.6589999999999995e-05,0.0,0.0,0.5,0,0,0,0,0
c_2097,DOTUSDT,1741201200000,0,train,control,,1.1239334204638127,1.651215931718317,1,-0.042973970862534926,1,0.8483231707317073,19,0.000218627510033506,0.013631877915601925,0.04836305278977629,-0.09891162254071816,-5.66e-06,0.00012045,0.0,0.0,0.5,0,0,0,0,0
c_2098,DOTUSDT,1752163200000,0,train,control,,1.1078995008849921,1.702028905936036,1,-0.020231719704088585,0,0.9810708491076258,16,0.0013939475695849634,0.002465597356742235,-0.00047862715507415515,0.1887915972577705,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2099,DOTUSDT,1761868800000,0,train,control,,1.3738908356346082,1.4219296259905339,1,-0.04757477875898517,1,0.8841294298921418,0,0.0037530583995542587,-0.002746441726474282,0.009205953177836505,-0.06323732229775697,-0.00039367,-0.00028597,0.0,0.0,0.5,0,0,0,0,0
p_420,DRIFTUSDT,1733360400000,1,train,main,32.7545,2.64979082125941,1.287164456417114,1,-0.010949048536959225,1,0.9535845588235293,1,-0.002973554218210726,0.030214002975075108,0.04911692081193168,-0.12083034561284878,0.00013245,-0.00052219,0.0,0.0,0.5,0,1,0,0,0
p_421,DRIFTUSDT,1735592400000,1,train,main,21.2738,0.3851943365731005,0.7317481191479933,0,-0.02459375601469123,0,0.8647122840429874,21,-0.0008569915254236671,-0.0058626091012426475,-0.024476489716909026,0.05408291381138504,5e-05,0.0,0.0,0.0,0.5,0,0,0,0,0
p_422,DRIFTUSDT,1738544400000,1,train,main,24.758,7.5108278538774345,4.03359615076993,3,-0.08568887628456673,0,0.6778177574637752,1,-0.012285938083950608,0.018738543239795798,0.043329166190311894,-0.024168371483620995,5e-05,0.0,0.0,0.0,0.5,0,0,0,0,0
p_423,DRIFTUSDT,1741050000000,1,train,main,18.0516,2.752012705998235,2.9150775332171603,2,-0.017710501414288815,0,0.8801126458361271,1,-0.002140552506186719,0.003836588783140478,0.0067385537486009655,0.006774686894216682,5e-05,0.0,0.0,0.0,0.5,0,1,0,0,0
p_424,DRIFTUSDT,1741975200000,1,train,main,19.8102,4.20726979367739,3.268203062994209,4,-0.13147709389421616,0,0.7187812902302959,18,-0.004937548974254815,-0.004693143519913367,0.02918862590674808,-0.02857646256629199,-5.71e-06,-5.571e-05,0.0,0.0,0.5,0,0,0,0,0
p_425,DRIFTUSDT,1742166000000,1,train,main,25.6912,1.4387501793546933,1.3324372027147744,0,-0.11392343816732671,0,0.9139061987536897,23,-0.00820511332799044,-0.00032843991345501744,-0.0030185351007667566,-0.04248221493174544,-0.00044035,-0.00011437999999999997,0.0,0.0,0.5,0,0,0,0,0
p_426,DRIFTUSDT,1745964000000,1,train,main,39.6001,1.8565431046019114,1.071930736361854,0,-0.12058156367599926,0,0.9470068694798821,22,-0.0010497685234029802,-0.002299354800282205,-0.006795887496943322,0.08620191001219682,5e-05,6.934000000000001e-05,0.0,0.0,0.5,0,0,0,0,0
p_427,DRIFTUSDT,1746594000000,1,train,main,20.2478,1.2577836786241838,3.2719523526026966,3,0.19289016055766145,0,0.7103268298744874,5,0.0007651331518302328,0.004697019321813569,0.005315777092588022,-0.04047174607784018,3.529e-05,0.00010074000000000001,0.0,0.0,0.5,0,0,0,0,0
p_428,DRIFTUSDT,1751097600000,1,train,main,16.6308,0.6845938173543944,0.993264810712263,0,-0.4409877384047827,1,0.8583848089681995,8,0.0006408095063345409,-0.0008596002383153204,0.006553847354321651,0.12321031180543837,-0.00012027,2.8159999999999988e-05,0.0,0.0,0.5,0,0,0,0,0
p_429,DRIFTUSDT,1753012800000,1,train,main,45.3857,0.9230290236288192,0.7835332652001273,0,-0.006164019595538923,0,0.9577437858508604,12,-9.161859518156524e-05,0.0034838400786260993,0.0022456907654378098,-0.05778859903544159,5e-05,0.0,0.0,0.0,0.5,0,0,0,0,0
p_430,DRIFTUSDT,1756260000000,1,train,main,27.9315,0.3241278134732911,0.4258364910133603,0,-0.12100898089522938,1,0.8789447320086826,2,-0.0005228748774792497,-0.0012670099707513453,-0.0027138866588572765,0.20427275878804738,5e-05,0.0,0.0,0.0,0.5,0,0,1,0,0
p_431,DRIFTUSDT,1757646000000,1,train,main,15.8883,0.4897824369928915,1.0001907907558802,0,0.09634454239926153,1,0.9577691811734365,3,2.6012425268469905e-05,-0.006043182284550187,-0.013601115306945544,-0.05855270737442869,5e-05,0.0,0.0,0.0,0.5,0,0,0,0,0
p_432,DRIFTUSDT,1758128400000,1,train,main,45.3915,1.2603486397048056,1.4753492254077958,1,0.028602167257570747,0,0.9220869083863825,17,-0.001990932880696894,0.002106830245235365,-0.0008943117593706956,0.0832360956782438,5e-05,0.0,0.0,0.0,0.5,0,0,0,0,0
p_433,DRIFTUSDT,1758682800000,1,train,main,19.5909,1.3490332449033244,1.2111385961138597,0,0.02639829592696098,1,0.731448402572216,3,-0.0028862596601616866,-0.005407001989138934,-0.018437752194179625,-0.010689006922641894,9.872e-05,-2.676999999999999e-05,0.0,0.0,0.5,0,0,0,0,0
p_434,DRIFTUSDT,1758898800000,1,train,main,22.4173,2.264668062825093,2.9255726065164693,2,-0.08621582379216321,0,0.738011823954456,15,-0.007522260728526352,-0.016346567456812563,-0.054006892390715495,-0.07135364512909362,5e-05,-5.461e-05,0.0,0.0,0.5,0,0,0,0,0
