window_id,symbol,start_ms,label,split,pump_type,pct_chg,vol_ratio_1h,vol_ratio_4h,vol_spike_count,cvd_div_1h,price_vs_cvd,price_vs_high_7d,hour_of_day,btc_trend_1h,oi_chg_1h,oi_chg_4h,oi_oi_btc_corr,funding_last,funding_trend_3,liq_long_1h,liq_short_1h,liq_ratio,catalyst_hit_liq_sweep,catalyst_hit_macro_extreme,catalyst_hit_stablecoin_inflow,catalyst_hit_news_signal,catalyst_hit_token_unlock
p_11,1000LUNCUSDT,1765216800000,1,test,main,31.2488,22.423186731401223,33.4694616930771,4,-0.042282110596164484,0,0.6183936235438382,18,0.0031458080356548124,0.005657960491545462,-0.09286378126982943,-0.06160870420085268,-4.83e-05,0.00010125999999999999,0.0,0.0,0.5,0,1,0,0,0
p_12,1000LUNCUSDT,1767164400000,1,test,main,21.0654,0.2613352427742133,0.23922813227482076,0,-0.0033105293781738685,1,0.8967011798699737,7,0.0006254552364061133,-0.0017804700795385812,0.011687784432900961,0.027033147428717423,-0.00081067,-6.040000000000017e-06,0.0,0.0,0.5,0,1,0,0,0
p_13,1000LUNCUSDT,1769882400000,1,test,main,18.0926,10.937222920528043,6.203407363401237,4,-0.11267118265843996,0,0.8458194835080541,18,-0.018224397385985323,-0.0005728754335693364,-0.025012949294086047,-0.04990188703032736,-0.00019202,-5.686999999999999e-05,0.0,0.0,0.5,0,1,0,0,0
p_14,1000LUNCUSDT,1772121600000,1,test,main,29.4068,1.8129038137408455,1.1645364429897738,0,-0.12077562658382365,0,0.9496706192358367,16,-0.004528538363991746,-0.007711909102310038,-0.016996458198862044,0.06879620208500731,-8.887e-05,2.1450000000000006e-05,0.0,0.0,0.5,0,1,0,0,0
p_15,1000LUNCUSDT,1772269200000,1,test,main,19.2308,6.15936654060889,9.983425150040135,4,0.05461585760435478,0,0.8089455575794373,9,-0.0054665111524980145,0.012842724524880016,-0.11492476980054021,0.07864261900529758,-9.231e-05,0.00030461999999999997,0.0,0.0,0.5,0,1,0,0,0
p_16,1000LUNCUSDT,1776913200000,1,test,main,25.8864,1.3281205609166935,1.932783710322198,1,-0.2328926316574382,0,0.9123530624871108,3,-0.005278951871384534,0.0012523563198176236,0.04029316294817957,-0.02453851899173705,0.0001,0.00017885,0.0,0.0,0.5,0,0,0,0,0
p_17,1000LUNCUSDT,1777172400000,1,test,main,23.4283,1.2971355191017644,1.7725820313817022,1,0.22243835892814479,0,0.8947823082239116,3,0.0008098954498602594,0.0020128900504180593,-0.005058965928030589,-0.07892121371680567,-8.585e-05,-0.00018585,0.0,0.0,0.5,0,0,0,0,0
p_18,1000LUNCUSDT,1777683600000,1,test,main,35.5373,2.1546235475754516,4.297217460552969,4,-0.05345720146416643,0,0.8973697782362041,1,0.0014234192756292577,0.0026010749387611917,0.01929196197472294,-0.06504960318821126,-0.00018378,0.00038223,0.0,0.0,0.5,0,0,0,0,0
p_19,1000LUNCUSDT,1777910400000,1,test,main,26.8534,6.724233414193908,6.654858331228289,4,-0.0478889368353491,0,0.959913660191181,16,-0.0022879212975034802,0.006495651124007119,0.009173404300578726,-0.0919327867999102,-0.00010729,0.00023424999999999997,0.0,0.0,0.5,0,0,0,0,0
p_20,1000LUNCUSDT,1717077600000,1,train,fast,10.6665,2.0437992075495197,1.257821809463472,1,-0.004801225525904326,1,0.9361912613355317,14,0.0069240640926924914,-0.0035612513885404807,0.010070443099825351,-0.04937361880143083,0.00010447,-1.626000000000001e-05,0.0,0.0,0.5,0,0,0,0,0
p_21,1000LUNCUSDT,1764914400000,1,test,fast,14.1311,61.51801789487363,33.991155206460796,4,0.001382046798087244,0,0.976039260969977,6,-0.0009012289980485423,0.06919558205583723,0.2839754010662648,0.0036473405129192893,-0.0005055,-0.00036974,0.0,0.0,0.5,0,0,0,0,0
p_22,1000LUNCUSDT,1764928800000,1,test,fast,11.6404,90.02707617446333,106.43353821304169,4,0.009872320474167019,1,0.9470967741935484,10,-0.010790616854908838,0.09883719038649903,0.9578245502962275,0.0016053589483455248,-0.00262916,-0.00250344,0.0,0.0,0.5,0,0,0,0,0
p_23,1000LUNCUSDT,1764939600000,1,test,fast,14.9106,182.00254722396977,135.77289608299802,4,0.008176128356412871,0,0.9555657352267523,13,-0.0012408564866784623,0.05735261086519394,0.17138356267564123,0.023366443435976374,-0.00262916,-0.00250344,0.0,0.0,0.5,0,0,0,0,0
p_24,1000LUNCUSDT,1764954000000,1,test,fast,12.9506,316.83055744697793,317.35474346294876,4,0.0032780011023761393,1,0.875428777757718,17,-0.018321277678235673,0.012251950292392162,0.3274651776219353,-0.10052277281252808,-0.0020568,-0.0015513000000000002,0.0,0.0,0.5,0,0,0,0,0
p_25,1000LUNCUSDT,1764961200000,1,test,fast,10.7248,430.896563290528,377.457169421122,4,0.023760193566104034,0,0.9634024064171124,19,-0.004305589313536382,0.05462805370868411,0.32717790456535506,-0.15827037251729134,-0.0020568,-0.0015513000000000002,0.0,0.0,0.5,0,0,0,0,0
p_26,1000LUNCUSDT,1764993600000,1,test,fast,12.0431,124.93703353422816,127.51241815166864,4,0.04022906737549103,0,0.8040129998586972,4,0.0031548459732346646,-0.013927038044623231,0.037474707464869535,-0.10064795438535896,-0.00071981,0.0019093500000000002,0.0,0.0,0.5,0,1,0,0,0
p_27,1000LUNCUSDT,1765224000000,1,test,fast,10.386,21.125423226854455,21.60492189057594,4,0.04875691434538589,0,0.6430410790925812,20,0.0022264627504214904,0.014603327417396639,-0.02081171835737553,-0.06073625767592406,-4.83e-05,0.00010125999999999999,0.0,0.0,0.5,0,1,0,0,0
c_0,1000LUNCUSDT,1716508800000,0,train,control,,0.6978144082474148,3.499291165907721,2,0.03222101449345196,0,0.8967007069913591,0,0.004274078614099648,-0.022607856535698377,0.28559119102187713,-0.002557221067397142,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_1,1000LUNCUSDT,1728291600000,0,train,control,,0.7486624399999777,0.8853893687734796,0,-0.17527649583201318,0,0.9071328391103988,9,0.00016217943974082205,0.010741546876727433,0.004575989083432923,0.18044543510116623,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_2,1000LUNCUSDT,1741323600000,0,train,control,,0.37233328438033675,0.755367926498126,0,-0.09089393804983768,1,0.8761891631049221,5,0.007310383688771047,0.01658162765112093,0.01145630729699236,0.20995192126873163,9.738e-05,-2.6199999999999986e-06,0.0,0.0,0.5,0,0,0,0,0
c_3,1000LUNCUSDT,1751972400000,0,train,control,,0.731919115246523,0.46146580319991404,0,-0.13421021449581103,1,0.9555366269165246,11,0.0034518480116820156,0.005689141385296981,0.013081057360076254,0.0761693719983493,5.695e-05,1.1000000000000403e-07,0.0,0.0,0.5,0,0,0,0,0
c_4,1000LUNCUSDT,1761868800000,0,train,control,,0.8638887998193082,0.9229724406188766,0,0.13819532584298796,0,0.8735656165240976,0,0.0037530583995542587,0.000992714099697077,-0.003086104382927449,-0.03666499886631536,-5.119e-05,-3.0050000000000002e-05,0.0,0.0,0.5,0,0,0,0,0
c_5,1000LUNCUSDT,1714608000000,0,train,control,,,,0,0.016606066661359234,0,0.9865024630541871,0,0.007772490878514378,-0.004774632679740178,-0.01728819035328901,,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_6,1000LUNCUSDT,1726502400000,0,train,control,,1.1408385091459732,2.0138780881564005,2,0.06595043181548889,0,0.8904981347377661,16,0.004710936387599031,0.0018461086331186733,-0.031218587755673138,-0.07532637628595582,6.89e-06,-9.311000000000001e-05,0.0,0.0,0.5,0,0,0,0,0
c_7,1000LUNCUSDT,1738022400000,0,train,control,,0.9609447987066732,1.3733233667996079,1,-0.007988849572843605,1,0.8527404798591239,0,0.004293936807661725,-0.008125929698169523,-0.01652485291786883,0.10999089046767987,0.0001,0.0,0.0,0.0,0.5,0,0,0,0,0
c_8,1000LUNCUSDT,1748343600000,0,train,control,,0.5935289507036153,0.8687870719459613,0,0.07554593684190604,1,0.9316239316239315,11,-0.0012806441476111417,-0.0028185276955352665,0.007607117037237596,-0.09210357652570358,0.0001,0.00015542,0.0,0.0,0.5,0,0,0,0,0
c_9,1000LUNCUSDT,1761868800000,0,train,control,,0.8638887998193082,0.9229724406188766,0,0.13819532584298796,0,0.8735656165240976,0,0.0037530583995542587,0.000992714099697077,-0.003086104382927449,-0.03666499886631536,-5.119e-05,-3.0050000000000002e-05,0.0,0.0,0.5,0,0,0,0,0
c_10,1000LUNCUSDT,1715590800000,0,train,control,,2.213780401729715,1.389063049411839,1,0.06530515755303593,0,0.8975104799384037,9,0.007270059682229872,-0.001634654309180809,0.02174510657882138,0.0006476766857525101,0.0001,3.752000000000001e-05,0.0,0.0,0.5,0,0,0,0,0
