symbol,start_ts,end_ts,matched_pump_id,split
ADAUSDT,2026-04-07 21:00:00+00:00,2026-04-08 21:00:00+00:00,12,test
ADAUSDT,2026-05-26 17:00:00+00:00,2026-05-27 17:00:00+00:00,12,test
ADAUSDT,2024-05-03 07:00:00+00:00,2024-05-04 07:00:00+00:00,13,train
ADAUSDT,2024-09-05 07:00:00+00:00,2024-09-06 07:00:00+00:00,13,train
ADAUSDT,2025-02-16 07:00:00+00:00,2025-02-17 07:00:00+00:00,13,train
ADAUSDT,2025-06-17 11:00:00+00:00,2025-06-18 11:00:00+00:00,13,train
ADAUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,13,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,0,train
ALTUSDT,2024-09-29 02:00:00+00:00,2024-09-30 02:00:00+00:00,0,train
ALTUSDT,2025-02-14 16:00:00+00:00,2025-02-15 16:00:00+00:00,0,train
ALTUSDT,2025-06-10 00:00:00+00:00,2025-06-11 00:00:00+00:00,0,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,0,train
ALTUSDT,2024-05-18 13:00:00+00:00,2024-05-19 13:00:00+00:00,1,train
ALTUSDT,2024-10-16 15:00:00+00:00,2024-10-17 15:00:00+00:00,1,train
ALTUSDT,2025-02-16 03:00:00+00:00,2025-02-17 03:00:00+00:00,1,train
ALTUSDT,2025-05-27 07:00:00+00:00,2025-05-28 07:00:00+00:00,1,train
ALTUSDT,2025-10-01 13:00:00+00:00,2025-10-02 13:00:00+00:00,1,train
ALTUSDT,2024-05-05 15:00:00+00:00,2024-05-06 15:00:00+00:00,2,train
ALTUSDT,2024-08-30 23:00:00+00:00,2024-08-31 23:00:00+00:00,2,train
ALTUSDT,2025-02-22 15:00:00+00:00,2025-02-23 15:00:00+00:00,2,train
ALTUSDT,2025-06-07 15:00:00+00:00,2025-06-08 15:00:00+00:00,2,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,2,train
ALTUSDT,2024-05-09 07:00:00+00:00,2024-05-10 07:00:00+00:00,3,train
ALTUSDT,2024-09-01 02:00:00+00:00,2024-09-02 02:00:00+00:00,3,train
ALTUSDT,2025-02-21 20:00:00+00:00,2025-02-22 20:00:00+00:00,3,train
ALTUSDT,2025-05-31 01:00:00+00:00,2025-06-01 01:00:00+00:00,3,train
ALTUSDT,2025-10-06 14:00:00+00:00,2025-10-07 14:00:00+00:00,3,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,4,train
ALTUSDT,2024-10-02 13:00:00+00:00,2024-10-03 13:00:00+00:00,4,train
ALTUSDT,2025-01-25 09:00:00+00:00,2025-01-26 09:00:00+00:00,4,train
ALTUSDT,2025-06-03 06:00:00+00:00,2025-06-04 06:00:00+00:00,4,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,4,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,5,train
ALTUSDT,2024-10-11 12:00:00+00:00,2024-10-12 12:00:00+00:00,5,train
ALTUSDT,2025-02-18 08:00:00+00:00,2025-02-19 08:00:00+00:00,5,train
ALTUSDT,2025-05-28 14:00:00+00:00,2025-05-29 14:00:00+00:00,5,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,5,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,6,train
ALTUSDT,2024-09-10 03:00:00+00:00,2024-09-11 03:00:00+00:00,6,train
ALTUSDT,2025-02-14 12:00:00+00:00,2025-02-15 12:00:00+00:00,6,train
ALTUSDT,2025-06-30 05:00:00+00:00,2025-07-01 05:00:00+00:00,6,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,6,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,7,train
ALTUSDT,2024-08-27 22:00:00+00:00,2024-08-28 22:00:00+00:00,7,train
ALTUSDT,2025-02-23 00:00:00+00:00,2025-02-24 00:00:00+00:00,7,train
ALTUSDT,2025-06-11 23:00:00+00:00,2025-06-12 23:00:00+00:00,7,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,7,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,8,train
ALTUSDT,2024-09-04 21:00:00+00:00,2024-09-05 21:00:00+00:00,8,train
ALTUSDT,2025-02-23 08:00:00+00:00,2025-02-24 08:00:00+00:00,8,train
ALTUSDT,2025-06-25 02:00:00+00:00,2025-06-26 02:00:00+00:00,8,train
ALTUSDT,2025-10-26 20:00:00+00:00,2025-10-27 20:00:00+00:00,8,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,9,train
ALTUSDT,2024-09-01 18:00:00+00:00,2024-09-02 18:00:00+00:00,9,train
ALTUSDT,2025-01-14 15:00:00+00:00,2025-01-15 15:00:00+00:00,9,train
ALTUSDT,2025-06-06 00:00:00+00:00,2025-06-07 00:00:00+00:00,9,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,9,train
ALTUSDT,2024-05-21 06:00:00+00:00,2024-05-22 06:00:00+00:00,10,train
ALTUSDT,2024-10-07 07:00:00+00:00,2024-10-08 07:00:00+00:00,10,train
ALTUSDT,2025-01-08 17:00:00+00:00,2025-01-09 17:00:00+00:00,10,train
ALTUSDT,2025-07-05 18:00:00+00:00,2025-07-06 18:00:00+00:00,10,train
ALTUSDT,2025-10-17 17:00:00+00:00,2025-10-18 17:00:00+00:00,10,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,11,train
ALTUSDT,2024-10-14 19:00:00+00:00,2024-10-15 19:00:00+00:00,11,train
ALTUSDT,2025-03-01 07:00:00+00:00,2025-03-02 07:00:00+00:00,11,train
ALTUSDT,2025-05-22 23:00:00+00:00,2025-05-23 23:00:00+00:00,11,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,11,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,12,train
ALTUSDT,2024-09-07 15:00:00+00:00,2024-09-08 15:00:00+00:00,12,train
ALTUSDT,2025-01-14 23:00:00+00:00,2025-01-15 23:00:00+00:00,12,train
ALTUSDT,2025-05-24 20:00:00+00:00,2025-05-25 20:00:00+00:00,12,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,12,train
ALTUSDT,2024-05-03 08:00:00+00:00,2024-05-04 08:00:00+00:00,13,train
ALTUSDT,2024-08-26 03:00:00+00:00,2024-08-27 03:00:00+00:00,13,train
ALTUSDT,2025-01-23 17:00:00+00:00,2025-01-24 17:00:00+00:00,13,train
ALTUSDT,2025-06-12 20:00:00+00:00,2025-06-13 20:00:00+00:00,13,train
ALTUSDT,2025-10-05 14:00:00+00:00,2025-10-06 14:00:00+00:00,13,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,14,train
ALTUSDT,2024-10-08 16:00:00+00:00,2024-10-09 16:00:00+00:00,14,train
ALTUSDT,2025-02-23 14:00:00+00:00,2025-02-24 14:00:00+00:00,14,train
ALTUSDT,2025-06-05 16:00:00+00:00,2025-06-06 16:00:00+00:00,14,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,14,train
ALTUSDT,2024-05-18 18:00:00+00:00,2024-05-19 18:00:00+00:00,15,train
ALTUSDT,2024-08-28 12:00:00+00:00,2024-08-29 12:00:00+00:00,15,train
ALTUSDT,2025-02-20 09:00:00+00:00,2025-02-21 09:00:00+00:00,15,train
ALTUSDT,2025-06-08 04:00:00+00:00,2025-06-09 04:00:00+00:00,15,train
ALTUSDT,2025-10-30 06:00:00+00:00,2025-10-31 06:00:00+00:00,15,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,16,train
ALTUSDT,2024-09-27 06:00:00+00:00,2024-09-28 06:00:00+00:00,16,train
ALTUSDT,2025-03-03 01:00:00+00:00,2025-03-04 01:00:00+00:00,16,train
ALTUSDT,2025-06-27 01:00:00+00:00,2025-06-28 01:00:00+00:00,16,train
ALTUSDT,2025-10-26 07:00:00+00:00,2025-10-27 07:00:00+00:00,16,train
ALTUSDT,2024-05-18 16:00:00+00:00,2024-05-19 16:00:00+00:00,17,train
ALTUSDT,2024-09-10 09:00:00+00:00,2024-09-11 09:00:00+00:00,17,train
ALTUSDT,2025-03-02 14:00:00+00:00,2025-03-03 14:00:00+00:00,17,train
ALTUSDT,2025-06-29 15:00:00+00:00,2025-06-30 15:00:00+00:00,17,train
ALTUSDT,2025-10-03 01:00:00+00:00,2025-10-04 01:00:00+00:00,17,train
ALTUSDT,2024-05-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,18,train
ALTUSDT,2024-09-14 06:00:00+00:00,2024-09-15 06:00:00+00:00,18,train
ALTUSDT,2025-01-31 09:00:00+00:00,2025-02-01 09:00:00+00:00,18,train
ALTUSDT,2025-05-23 17:00:00+00:00,2025-05-24 17:00:00+00:00,18,train
ALTUSDT,2025-10-16 13:00:00+00:00,2025-10-17 13:00:00+00:00,18,train
ALTUSDT,2024-05-12 03:00:00+00:00,2024-05-13 03:00:00+00:00,19,train
ALTUSDT,2024-09-02 15:00:00+00:00,2024-09-03 15:00:00+00:00,19,train
ALTUSDT,2025-02-23 15:00:00+00:00,2025-02-24 15:00:00+00:00,19,train
ALTUSDT,2025-07-08 09:00:00+00:00,2025-07-09 09:00:00+00:00,19,train
ALTUSDT,2025-10-26 00:00:00+00:00,2025-10-27 00:00:00+00:00,19,train
ALTUSDT,2025-11-08 16:00:00+00:00,2025-11-09 16:00:00+00:00,20,test
ALTUSDT,2025-12-27 04:00:00+00:00,2025-12-28 04:00:00+00:00,20,test
ALTUSDT,2026-02-07 11:00:00+00:00,2026-02-08 11:00:00+00:00,20,test
ALTUSDT,2026-03-17 16:00:00+00:00,2026-03-18 16:00:00+00:00,20,test
ALTUSDT,2026-05-11 23:00:00+00:00,2026-05-12 23:00:00+00:00,20,test
ALTUSDT,2025-11-04 08:00:00+00:00,2025-11-05 08:00:00+00:00,21,test
ALTUSDT,2025-12-16 13:00:00+00:00,2025-12-17 13:00:00+00:00,21,test
ALTUSDT,2026-01-28 10:00:00+00:00,2026-01-29 10:00:00+00:00,21,test
ALTUSDT,2026-03-24 16:00:00+00:00,2026-03-25 16:00:00+00:00,21,test
ALTUSDT,2026-05-24 16:00:00+00:00,2026-05-25 16:00:00+00:00,21,test
ALTUSDT,2025-11-04 08:00:00+00:00,2025-11-05 08:00:00+00:00,22,test
ALTUSDT,2025-12-16 10:00:00+00:00,2025-12-17 10:00:00+00:00,22,test
ALTUSDT,2026-02-16 21:00:00+00:00,2026-02-17 21:00:00+00:00,22,test
ALTUSDT,2026-03-17 18:00:00+00:00,2026-03-18 18:00:00+00:00,22,test
ALTUSDT,2026-05-14 15:00:00+00:00,2026-05-15 15:00:00+00:00,22,test
ALTUSDT,2025-11-11 07:00:00+00:00,2025-11-12 07:00:00+00:00,23,test
ALTUSDT,2025-12-24 05:00:00+00:00,2025-12-25 05:00:00+00:00,23,test
ALTUSDT,2026-01-29 06:00:00+00:00,2026-01-30 06:00:00+00:00,23,test
ALTUSDT,2026-03-29 04:00:00+00:00,2026-03-30 04:00:00+00:00,23,test
ALTUSDT,2026-05-24 16:00:00+00:00,2026-05-25 16:00:00+00:00,23,test
ALTUSDT,2025-11-08 01:00:00+00:00,2025-11-09 01:00:00+00:00,24,test
ALTUSDT,2025-12-22 01:00:00+00:00,2025-12-23 01:00:00+00:00,24,test
ALTUSDT,2026-02-05 07:00:00+00:00,2026-02-06 07:00:00+00:00,24,test
ALTUSDT,2026-03-21 15:00:00+00:00,2026-03-22 15:00:00+00:00,24,test
ALTUSDT,2026-05-18 08:00:00+00:00,2026-05-19 08:00:00+00:00,24,test
ALTUSDT,2025-11-04 08:00:00+00:00,2025-11-05 08:00:00+00:00,25,test
ALTUSDT,2025-12-22 11:00:00+00:00,2025-12-23 11:00:00+00:00,25,test
ALTUSDT,2026-02-11 21:00:00+00:00,2026-02-12 21:00:00+00:00,25,test
ALTUSDT,2026-04-08 17:00:00+00:00,2026-04-09 17:00:00+00:00,25,test
ALTUSDT,2026-05-17 05:00:00+00:00,2026-05-18 05:00:00+00:00,25,test
ALTUSDT,2025-11-06 03:00:00+00:00,2025-11-07 03:00:00+00:00,26,test
