symbol,start_ts,end_ts,matched_pump_id,split
DOGEUSDT,2026-04-14 13:00:00+00:00,2026-04-15 13:00:00+00:00,12,test
DOGEUSDT,2026-05-24 16:00:00+00:00,2026-05-25 16:00:00+00:00,12,test
DOGEUSDT,2024-05-12 21:00:00+00:00,2024-05-13 21:00:00+00:00,13,train
DOGEUSDT,2024-09-11 00:00:00+00:00,2024-09-12 00:00:00+00:00,13,train
DOGEUSDT,2025-02-24 04:00:00+00:00,2025-02-25 04:00:00+00:00,13,train
DOGEUSDT,2025-06-03 22:00:00+00:00,2025-06-04 22:00:00+00:00,13,train
DOGEUSDT,2025-10-20 04:00:00+00:00,2025-10-21 04:00:00+00:00,13,train
DOGEUSDT,2024-05-25 04:00:00+00:00,2024-05-26 04:00:00+00:00,14,train
DOGEUSDT,2024-09-16 01:00:00+00:00,2024-09-17 01:00:00+00:00,14,train
DOGEUSDT,2025-02-10 14:00:00+00:00,2025-02-11 14:00:00+00:00,14,train
DOGEUSDT,2025-06-06 02:00:00+00:00,2025-06-07 02:00:00+00:00,14,train
DOGEUSDT,2025-10-28 18:00:00+00:00,2025-10-29 18:00:00+00:00,14,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,0,train
DRIFTUSDT,2025-01-20 16:00:00+00:00,2025-01-21 16:00:00+00:00,0,train
DRIFTUSDT,2025-05-15 03:00:00+00:00,2025-05-16 03:00:00+00:00,0,train
DRIFTUSDT,2025-07-06 16:00:00+00:00,2025-07-07 16:00:00+00:00,0,train
DRIFTUSDT,2025-10-20 14:00:00+00:00,2025-10-21 14:00:00+00:00,0,train
DRIFTUSDT,2024-11-22 17:00:00+00:00,2024-11-23 17:00:00+00:00,1,train
DRIFTUSDT,2025-01-28 04:00:00+00:00,2025-01-29 04:00:00+00:00,1,train
DRIFTUSDT,2025-05-14 18:00:00+00:00,2025-05-15 18:00:00+00:00,1,train
DRIFTUSDT,2025-07-12 10:00:00+00:00,2025-07-13 10:00:00+00:00,1,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,1,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,2,train
DRIFTUSDT,2025-02-16 20:00:00+00:00,2025-02-17 20:00:00+00:00,2,train
DRIFTUSDT,2025-04-12 12:00:00+00:00,2025-04-13 12:00:00+00:00,2,train
DRIFTUSDT,2025-07-17 12:00:00+00:00,2025-07-18 12:00:00+00:00,2,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,2,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,3,train
DRIFTUSDT,2025-01-15 09:00:00+00:00,2025-01-16 09:00:00+00:00,3,train
DRIFTUSDT,2025-04-19 02:00:00+00:00,2025-04-20 02:00:00+00:00,3,train
DRIFTUSDT,2025-08-07 10:00:00+00:00,2025-08-08 10:00:00+00:00,3,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,3,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,4,train
DRIFTUSDT,2025-01-28 03:00:00+00:00,2025-01-29 03:00:00+00:00,4,train
DRIFTUSDT,2025-05-17 09:00:00+00:00,2025-05-18 09:00:00+00:00,4,train
DRIFTUSDT,2025-07-25 09:00:00+00:00,2025-07-26 09:00:00+00:00,4,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,4,train
DRIFTUSDT,2024-11-12 22:00:00+00:00,2024-11-13 22:00:00+00:00,5,train
DRIFTUSDT,2025-02-14 01:00:00+00:00,2025-02-15 01:00:00+00:00,5,train
DRIFTUSDT,2025-04-16 01:00:00+00:00,2025-04-17 01:00:00+00:00,5,train
DRIFTUSDT,2025-08-04 21:00:00+00:00,2025-08-05 21:00:00+00:00,5,train
DRIFTUSDT,2025-10-30 02:00:00+00:00,2025-10-31 02:00:00+00:00,5,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,6,train
DRIFTUSDT,2025-01-28 18:00:00+00:00,2025-01-29 18:00:00+00:00,6,train
DRIFTUSDT,2025-04-27 18:00:00+00:00,2025-04-28 18:00:00+00:00,6,train
DRIFTUSDT,2025-07-30 19:00:00+00:00,2025-07-31 19:00:00+00:00,6,train
DRIFTUSDT,2025-10-22 13:00:00+00:00,2025-10-23 13:00:00+00:00,6,train
DRIFTUSDT,2024-11-19 23:00:00+00:00,2024-11-20 23:00:00+00:00,7,train
DRIFTUSDT,2025-02-11 14:00:00+00:00,2025-02-12 14:00:00+00:00,7,train
DRIFTUSDT,2025-05-13 05:00:00+00:00,2025-05-14 05:00:00+00:00,7,train
DRIFTUSDT,2025-07-24 00:00:00+00:00,2025-07-25 00:00:00+00:00,7,train
DRIFTUSDT,2025-10-30 04:00:00+00:00,2025-10-31 04:00:00+00:00,7,train
DRIFTUSDT,2024-11-19 07:00:00+00:00,2024-11-20 07:00:00+00:00,8,train
DRIFTUSDT,2025-01-29 09:00:00+00:00,2025-01-30 09:00:00+00:00,8,train
DRIFTUSDT,2025-04-21 15:00:00+00:00,2025-04-22 15:00:00+00:00,8,train
DRIFTUSDT,2025-07-17 21:00:00+00:00,2025-07-18 21:00:00+00:00,8,train
DRIFTUSDT,2025-10-28 23:00:00+00:00,2025-10-29 23:00:00+00:00,8,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,9,train
DRIFTUSDT,2025-01-15 01:00:00+00:00,2025-01-16 01:00:00+00:00,9,train
DRIFTUSDT,2025-04-27 21:00:00+00:00,2025-04-28 21:00:00+00:00,9,train
DRIFTUSDT,2025-07-09 21:00:00+00:00,2025-07-10 21:00:00+00:00,9,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,9,train
DRIFTUSDT,2024-11-19 09:00:00+00:00,2024-11-20 09:00:00+00:00,10,train
DRIFTUSDT,2025-01-20 08:00:00+00:00,2025-01-21 08:00:00+00:00,10,train
DRIFTUSDT,2025-05-16 21:00:00+00:00,2025-05-17 21:00:00+00:00,10,train
DRIFTUSDT,2025-07-08 09:00:00+00:00,2025-07-09 09:00:00+00:00,10,train
DRIFTUSDT,2025-10-20 13:00:00+00:00,2025-10-21 13:00:00+00:00,10,train
DRIFTUSDT,2024-11-12 05:00:00+00:00,2024-11-13 05:00:00+00:00,11,train
DRIFTUSDT,2025-01-27 04:00:00+00:00,2025-01-28 04:00:00+00:00,11,train
DRIFTUSDT,2025-04-24 09:00:00+00:00,2025-04-25 09:00:00+00:00,11,train
DRIFTUSDT,2025-08-06 08:00:00+00:00,2025-08-07 08:00:00+00:00,11,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,11,train
DRIFTUSDT,2024-11-22 00:00:00+00:00,2024-11-23 00:00:00+00:00,12,train
DRIFTUSDT,2025-02-06 09:00:00+00:00,2025-02-07 09:00:00+00:00,12,train
DRIFTUSDT,2025-04-13 01:00:00+00:00,2025-04-14 01:00:00+00:00,12,train
DRIFTUSDT,2025-08-04 15:00:00+00:00,2025-08-05 15:00:00+00:00,12,train
DRIFTUSDT,2025-10-22 19:00:00+00:00,2025-10-23 19:00:00+00:00,12,train
DRIFTUSDT,2024-11-23 04:00:00+00:00,2024-11-24 04:00:00+00:00,13,train
DRIFTUSDT,2025-01-20 21:00:00+00:00,2025-01-21 21:00:00+00:00,13,train
DRIFTUSDT,2025-04-21 11:00:00+00:00,2025-04-22 11:00:00+00:00,13,train
DRIFTUSDT,2025-08-01 15:00:00+00:00,2025-08-02 15:00:00+00:00,13,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,13,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,14,train
DRIFTUSDT,2025-01-16 11:00:00+00:00,2025-01-17 11:00:00+00:00,14,train
DRIFTUSDT,2025-04-20 08:00:00+00:00,2025-04-21 08:00:00+00:00,14,train
DRIFTUSDT,2025-08-07 14:00:00+00:00,2025-08-08 14:00:00+00:00,14,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,14,train
DRIFTUSDT,2024-11-11 18:00:00+00:00,2024-11-12 18:00:00+00:00,15,train
DRIFTUSDT,2025-01-22 07:00:00+00:00,2025-01-23 07:00:00+00:00,15,train
DRIFTUSDT,2025-05-14 22:00:00+00:00,2025-05-15 22:00:00+00:00,15,train
DRIFTUSDT,2025-07-30 08:00:00+00:00,2025-07-31 08:00:00+00:00,15,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,15,train
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,16,test
DRIFTUSDT,2025-12-08 19:00:00+00:00,2025-12-09 19:00:00+00:00,16,test
DRIFTUSDT,2026-01-30 08:00:00+00:00,2026-01-31 08:00:00+00:00,16,test
DRIFTUSDT,2026-03-23 04:00:00+00:00,2026-03-24 04:00:00+00:00,16,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,16,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,17,test
DRIFTUSDT,2025-12-05 18:00:00+00:00,2025-12-06 18:00:00+00:00,17,test
DRIFTUSDT,2026-01-23 18:00:00+00:00,2026-01-24 18:00:00+00:00,17,test
DRIFTUSDT,2026-03-23 04:00:00+00:00,2026-03-24 04:00:00+00:00,17,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,17,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,18,test
DRIFTUSDT,2025-12-07 18:00:00+00:00,2025-12-08 18:00:00+00:00,18,test
DRIFTUSDT,2026-02-11 01:00:00+00:00,2026-02-12 01:00:00+00:00,18,test
DRIFTUSDT,2026-03-11 13:00:00+00:00,2026-03-12 13:00:00+00:00,18,test
DRIFTUSDT,2026-05-15 03:00:00+00:00,2026-05-16 03:00:00+00:00,18,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,19,test
DRIFTUSDT,2025-12-17 22:00:00+00:00,2025-12-18 22:00:00+00:00,19,test
DRIFTUSDT,2026-02-12 08:00:00+00:00,2026-02-13 08:00:00+00:00,19,test
DRIFTUSDT,2026-03-16 01:00:00+00:00,2026-03-17 01:00:00+00:00,19,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,19,test
DRIFTUSDT,2025-11-09 06:00:00+00:00,2025-11-10 06:00:00+00:00,20,test
DRIFTUSDT,2025-12-10 19:00:00+00:00,2025-12-11 19:00:00+00:00,20,test
DRIFTUSDT,2026-02-10 06:00:00+00:00,2026-02-11 06:00:00+00:00,20,test
DRIFTUSDT,2026-03-20 15:00:00+00:00,2026-03-21 15:00:00+00:00,20,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,20,test
DRIFTUSDT,2025-11-01 17:00:00+00:00,2025-11-02 17:00:00+00:00,21,test
DRIFTUSDT,2025-12-11 20:00:00+00:00,2025-12-12 20:00:00+00:00,21,test
DRIFTUSDT,2026-01-20 08:00:00+00:00,2026-01-21 08:00:00+00:00,21,test
DRIFTUSDT,2026-03-17 16:00:00+00:00,2026-03-18 16:00:00+00:00,21,test
DRIFTUSDT,2026-05-20 14:00:00+00:00,2026-05-21 14:00:00+00:00,21,test
DRIFTUSDT,2025-11-03 14:00:00+00:00,2025-11-04 14:00:00+00:00,22,test
DRIFTUSDT,2025-12-10 17:00:00+00:00,2025-12-11 17:00:00+00:00,22,test
DRIFTUSDT,2026-01-21 16:00:00+00:00,2026-01-22 16:00:00+00:00,22,test
DRIFTUSDT,2026-03-24 15:00:00+00:00,2026-03-25 15:00:00+00:00,22,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,22,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,23,test
DRIFTUSDT,2025-12-09 14:00:00+00:00,2025-12-10 14:00:00+00:00,23,test
DRIFTUSDT,2026-01-23 16:00:00+00:00,2026-01-24 16:00:00+00:00,23,test
DRIFTUSDT,2026-03-15 22:00:00+00:00,2026-03-16 22:00:00+00:00,23,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,23,test
DRIFTUSDT,2025-11-04 21:00:00+00:00,2025-11-05 21:00:00+00:00,24,test
DRIFTUSDT,2025-12-15 22:00:00+00:00,2025-12-16 22:00:00+00:00,24,test
DRIFTUSDT,2026-02-10 02:00:00+00:00,2026-02-11 02:00:00+00:00,24,test
DRIFTUSDT,2026-03-22 22:00:00+00:00,2026-03-23 22:00:00+00:00,24,test
DRIFTUSDT,2026-05-17 19:00:00+00:00,2026-05-18 19:00:00+00:00,24,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,25,test
DRIFTUSDT,2025-12-04 15:00:00+00:00,2025-12-05 15:00:00+00:00,25,test
DRIFTUSDT,2026-02-03 09:00:00+00:00,2026-02-04 09:00:00+00:00,25,test
DRIFTUSDT,2026-03-24 21:00:00+00:00,2026-03-25 21:00:00+00:00,25,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,25,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,26,test
DRIFTUSDT,2025-12-09 18:00:00+00:00,2025-12-10 18:00:00+00:00,26,test
DRIFTUSDT,2026-02-01 03:00:00+00:00,2026-02-02 03:00:00+00:00,26,test
DRIFTUSDT,2026-03-12 02:00:00+00:00,2026-03-13 02:00:00+00:00,26,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,26,test
DRIFTUSDT,2025-11-07 03:00:00+00:00,2025-11-08 03:00:00+00:00,27,test
DRIFTUSDT,2025-12-16 18:00:00+00:00,2025-12-17 18:00:00+00:00,27,test
DRIFTUSDT,2026-02-12 18:00:00+00:00,2026-02-13 18:00:00+00:00,27,test
DRIFTUSDT,2026-03-27 15:00:00+00:00,2026-03-28 15:00:00+00:00,27,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,27,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,28,test
DRIFTUSDT,2025-12-08 12:00:00+00:00,2025-12-09 12:00:00+00:00,28,test
DRIFTUSDT,2026-02-01 13:00:00+00:00,2026-02-02 13:00:00+00:00,28,test
DRIFTUSDT,2026-03-15 18:00:00+00:00,2026-03-16 18:00:00+00:00,28,test
DRIFTUSDT,2026-05-19 06:00:00+00:00,2026-05-20 06:00:00+00:00,28,test
DRIFTUSDT,2024-11-14 15:00:00+00:00,2024-11-15 15:00:00+00:00,29,train
DRIFTUSDT,2025-01-29 16:00:00+00:00,2025-01-30 16:00:00+00:00,29,train
DRIFTUSDT,2025-04-25 14:00:00+00:00,2025-04-26 14:00:00+00:00,29,train
DRIFTUSDT,2025-07-12 04:00:00+00:00,2025-07-13 04:00:00+00:00,29,train
DRIFTUSDT,2025-10-22 03:00:00+00:00,2025-10-23 03:00:00+00:00,29,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,30,train
DRIFTUSDT,2025-02-13 23:00:00+00:00,2025-02-14 23:00:00+00:00,30,train
DRIFTUSDT,2025-04-27 20:00:00+00:00,2025-04-28 20:00:00+00:00,30,train
DRIFTUSDT,2025-07-08 18:00:00+00:00,2025-07-09 18:00:00+00:00,30,train
DRIFTUSDT,2025-10-18 01:00:00+00:00,2025-10-19 01:00:00+00:00,30,train
DRIFTUSDT,2024-11-14 17:00:00+00:00,2024-11-15 17:00:00+00:00,31,train
DRIFTUSDT,2025-01-27 04:00:00+00:00,2025-01-28 04:00:00+00:00,31,train
DRIFTUSDT,2025-04-24 11:00:00+00:00,2025-04-25 11:00:00+00:00,31,train
DRIFTUSDT,2025-07-28 15:00:00+00:00,2025-07-29 15:00:00+00:00,31,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,31,train
DRIFTUSDT,2024-11-12 08:00:00+00:00,2024-11-13 08:00:00+00:00,32,train
DRIFTUSDT,2025-01-29 06:00:00+00:00,2025-01-30 06:00:00+00:00,32,train
DRIFTUSDT,2025-05-17 18:00:00+00:00,2025-05-18 18:00:00+00:00,32,train
DRIFTUSDT,2025-07-29 04:00:00+00:00,2025-07-30 04:00:00+00:00,32,train
DRIFTUSDT,2025-10-24 10:00:00+00:00,2025-10-25 10:00:00+00:00,32,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,33,train
DRIFTUSDT,2025-02-12 10:00:00+00:00,2025-02-13 10:00:00+00:00,33,train
DRIFTUSDT,2025-04-27 13:00:00+00:00,2025-04-28 13:00:00+00:00,33,train
DRIFTUSDT,2025-08-08 05:00:00+00:00,2025-08-09 05:00:00+00:00,33,train
DRIFTUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,33,train
DRIFTUSDT,2024-11-09 15:00:00+00:00,2024-11-10 15:00:00+00:00,34,train
DRIFTUSDT,2025-01-20 13:00:00+00:00,2025-01-21 13:00:00+00:00,34,train
DRIFTUSDT,2025-04-20 12:00:00+00:00,2025-04-21 12:00:00+00:00,34,train
DRIFTUSDT,2025-07-29 20:00:00+00:00,2025-07-30 20:00:00+00:00,34,train
DRIFTUSDT,2025-10-29 21:00:00+00:00,2025-10-30 21:00:00+00:00,34,train
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,35,test
DRIFTUSDT,2025-12-10 14:00:00+00:00,2025-12-11 14:00:00+00:00,35,test
DRIFTUSDT,2026-02-09 18:00:00+00:00,2026-02-10 18:00:00+00:00,35,test
DRIFTUSDT,2026-03-13 18:00:00+00:00,2026-03-14 18:00:00+00:00,35,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,35,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,36,test
DRIFTUSDT,2025-12-07 22:00:00+00:00,2025-12-08 22:00:00+00:00,36,test
DRIFTUSDT,2026-01-22 20:00:00+00:00,2026-01-23 20:00:00+00:00,36,test
DRIFTUSDT,2026-03-23 09:00:00+00:00,2026-03-24 09:00:00+00:00,36,test
DRIFTUSDT,2026-05-23 06:00:00+00:00,2026-05-24 06:00:00+00:00,36,test
DRIFTUSDT,2025-11-09 00:00:00+00:00,2025-11-10 00:00:00+00:00,37,test
DRIFTUSDT,2025-12-12 22:00:00+00:00,2025-12-13 22:00:00+00:00,37,test
DRIFTUSDT,2026-02-12 02:00:00+00:00,2026-02-13 02:00:00+00:00,37,test
DRIFTUSDT,2026-03-11 20:00:00+00:00,2026-03-12 20:00:00+00:00,37,test
DRIFTUSDT,2026-05-20 06:00:00+00:00,2026-05-21 06:00:00+00:00,37,test
DRIFTUSDT,2025-11-07 21:00:00+00:00,2025-11-08 21:00:00+00:00,38,test
DRIFTUSDT,2025-12-14 15:00:00+00:00,2025-12-15 15:00:00+00:00,38,test
DRIFTUSDT,2026-01-31 06:00:00+00:00,2026-02-01 06:00:00+00:00,38,test
DRIFTUSDT,2026-03-18 17:00:00+00:00,2026-03-19 17:00:00+00:00,38,test
DRIFTUSDT,2026-05-21 06:00:00+00:00,2026-05-22 06:00:00+00:00,38,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,39,test
DRIFTUSDT,2025-12-11 16:00:00+00:00,2025-12-12 16:00:00+00:00,39,test
DRIFTUSDT,2026-02-01 01:00:00+00:00,2026-02-02 01:00:00+00:00,39,test
DRIFTUSDT,2026-03-25 11:00:00+00:00,2026-03-26 11:00:00+00:00,39,test
DRIFTUSDT,2026-05-21 15:00:00+00:00,2026-05-22 15:00:00+00:00,39,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,40,test
DRIFTUSDT,2025-12-16 01:00:00+00:00,2025-12-17 01:00:00+00:00,40,test
DRIFTUSDT,2026-01-22 08:00:00+00:00,2026-01-23 08:00:00+00:00,40,test
DRIFTUSDT,2026-03-17 09:00:00+00:00,2026-03-18 09:00:00+00:00,40,test
DRIFTUSDT,2026-05-21 08:00:00+00:00,2026-05-22 08:00:00+00:00,40,test
DRIFTUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,41,test
DRIFTUSDT,2025-12-19 14:00:00+00:00,2025-12-20 14:00:00+00:00,41,test
DRIFTUSDT,2026-01-21 18:00:00+00:00,2026-01-22 18:00:00+00:00,41,test
DRIFTUSDT,2026-03-25 04:00:00+00:00,2026-03-26 04:00:00+00:00,41,test
DRIFTUSDT,2026-05-18 10:00:00+00:00,2026-05-19 10:00:00+00:00,41,test
ESPORTSUSDT,2025-08-07 09:00:00+00:00,2025-08-08 09:00:00+00:00,0,train
ESPORTSUSDT,2025-08-26 05:00:00+00:00,2025-08-27 05:00:00+00:00,0,train
ESPORTSUSDT,2025-09-22 08:00:00+00:00,2025-09-23 08:00:00+00:00,0,train
ESPORTSUSDT,2025-10-08 01:00:00+00:00,2025-10-09 01:00:00+00:00,0,train
ESPORTSUSDT,2025-10-30 05:00:00+00:00,2025-10-31 05:00:00+00:00,0,train
ESPORTSUSDT,2025-08-07 08:00:00+00:00,2025-08-08 08:00:00+00:00,1,train
ESPORTSUSDT,2025-08-22 02:00:00+00:00,2025-08-23 02:00:00+00:00,1,train
ESPORTSUSDT,2025-09-20 09:00:00+00:00,2025-09-21 09:00:00+00:00,1,train
ESPORTSUSDT,2025-10-04 12:00:00+00:00,2025-10-05 12:00:00+00:00,1,train
ESPORTSUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,1,train
ESPORTSUSDT,2025-08-08 03:00:00+00:00,2025-08-09 03:00:00+00:00,2,train
ESPORTSUSDT,2025-08-22 15:00:00+00:00,2025-08-23 15:00:00+00:00,2,train
ESPORTSUSDT,2025-09-18 18:00:00+00:00,2025-09-19 18:00:00+00:00,2,train
ESPORTSUSDT,2025-10-17 02:00:00+00:00,2025-10-18 02:00:00+00:00,2,train
ESPORTSUSDT,2025-10-28 19:00:00+00:00,2025-10-29 19:00:00+00:00,2,train
ESPORTSUSDT,2025-08-06 10:00:00+00:00,2025-08-07 10:00:00+00:00,3,train
ESPORTSUSDT,2025-08-21 07:00:00+00:00,2025-08-22 07:00:00+00:00,3,train
ESPORTSUSDT,2025-09-23 10:00:00+00:00,2025-09-24 10:00:00+00:00,3,train
ESPORTSUSDT,2025-10-05 06:00:00+00:00,2025-10-06 06:00:00+00:00,3,train
ESPORTSUSDT,2025-10-28 08:00:00+00:00,2025-10-29 08:00:00+00:00,3,train
ESPORTSUSDT,2025-08-06 10:00:00+00:00,2025-08-07 10:00:00+00:00,4,train
ESPORTSUSDT,2025-08-23 07:00:00+00:00,2025-08-24 07:00:00+00:00,4,train
ESPORTSUSDT,2025-09-22 05:00:00+00:00,2025-09-23 05:00:00+00:00,4,train
ESPORTSUSDT,2025-10-15 05:00:00+00:00,2025-10-16 05:00:00+00:00,4,train
ESPORTSUSDT,2025-10-31 00:00:00+00:00,2025-11-01 00:00:00+00:00,4,train
ESPORTSUSDT,2025-11-19 04:00:00+00:00,2025-11-20 04:00:00+00:00,5,test
ESPORTSUSDT,2025-12-31 19:00:00+00:00,2026-01-01 19:00:00+00:00,5,test
ESPORTSUSDT,2026-02-14 03:00:00+00:00,2026-02-15 03:00:00+00:00,5,test
ESPORTSUSDT,2026-04-07 06:00:00+00:00,2026-04-08 06:00:00+00:00,5,test
ESPORTSUSDT,2026-05-08 15:00:00+00:00,2026-05-09 15:00:00+00:00,5,test
ESPORTSUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,6,test
ESPORTSUSDT,2026-01-10 18:00:00+00:00,2026-01-11 18:00:00+00:00,6,test
ESPORTSUSDT,2026-02-19 17:00:00+00:00,2026-02-20 17:00:00+00:00,6,test
ESPORTSUSDT,2026-03-29 00:00:00+00:00,2026-03-30 00:00:00+00:00,6,test
ESPORTSUSDT,2026-05-17 08:00:00+00:00,2026-05-18 08:00:00+00:00,6,test
ESPORTSUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,7,test
ESPORTSUSDT,2026-01-10 18:00:00+00:00,2026-01-11 18:00:00+00:00,7,test
ESPORTSUSDT,2026-02-16 01:00:00+00:00,2026-02-17 01:00:00+00:00,7,test
ESPORTSUSDT,2026-03-12 12:00:00+00:00,2026-03-13 12:00:00+00:00,7,test
ESPORTSUSDT,2026-05-24 13:00:00+00:00,2026-05-25 13:00:00+00:00,7,test
ESPORTSUSDT,2025-11-29 18:00:00+00:00,2025-11-30 18:00:00+00:00,8,test
ESPORTSUSDT,2025-12-27 03:00:00+00:00,2025-12-28 03:00:00+00:00,8,test
ESPORTSUSDT,2026-02-19 00:00:00+00:00,2026-02-20 00:00:00+00:00,8,test
ESPORTSUSDT,2026-04-01 05:00:00+00:00,2026-04-02 05:00:00+00:00,8,test
ESPORTSUSDT,2026-05-24 13:00:00+00:00,2026-05-25 13:00:00+00:00,8,test
ESPORTSUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,9,test
ESPORTSUSDT,2025-12-27 00:00:00+00:00,2025-12-28 00:00:00+00:00,9,test
ESPORTSUSDT,2026-02-12 16:00:00+00:00,2026-02-13 16:00:00+00:00,9,test
ESPORTSUSDT,2026-03-21 01:00:00+00:00,2026-03-22 01:00:00+00:00,9,test
ESPORTSUSDT,2026-05-24 13:00:00+00:00,2026-05-25 13:00:00+00:00,9,test
ESPORTSUSDT,2025-12-01 06:00:00+00:00,2025-12-02 06:00:00+00:00,10,test
ESPORTSUSDT,2025-12-28 21:00:00+00:00,2025-12-29 21:00:00+00:00,10,test
ESPORTSUSDT,2026-02-12 07:00:00+00:00,2026-02-13 07:00:00+00:00,10,test
ESPORTSUSDT,2026-03-20 11:00:00+00:00,2026-03-21 11:00:00+00:00,10,test
ESPORTSUSDT,2026-05-24 13:00:00+00:00,2026-05-25 13:00:00+00:00,10,test
ESPORTSUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,11,test
ESPORTSUSDT,2026-01-11 08:00:00+00:00,2026-01-12 08:00:00+00:00,11,test
ESPORTSUSDT,2026-02-15 12:00:00+00:00,2026-02-16 12:00:00+00:00,11,test
ESPORTSUSDT,2026-03-29 20:00:00+00:00,2026-03-30 20:00:00+00:00,11,test
ESPORTSUSDT,2026-05-24 13:00:00+00:00,2026-05-25 13:00:00+00:00,11,test
ESPORTSUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,12,test
ESPORTSUSDT,2026-01-09 17:00:00+00:00,2026-01-10 17:00:00+00:00,12,test
ESPORTSUSDT,2026-02-15 08:00:00+00:00,2026-02-16 08:00:00+00:00,12,test
ESPORTSUSDT,2026-03-28 13:00:00+00:00,2026-03-29 13:00:00+00:00,12,test
ESPORTSUSDT,2026-05-17 06:00:00+00:00,2026-05-18 06:00:00+00:00,12,test
ESPORTSUSDT,2025-11-01 01:00:00+00:00,2025-11-02 01:00:00+00:00,13,test
ESPORTSUSDT,2025-12-29 13:00:00+00:00,2025-12-30 13:00:00+00:00,13,test
ESPORTSUSDT,2026-02-10 03:00:00+00:00,2026-02-11 03:00:00+00:00,13,test
