pump_id,date,start_ms,symbol,pct_chg,pump_type,split,liq_sweep,macro_extreme,stablecoin_inflow,news_signal,token_unlock,liq_note,news_note,catalysts,confidence
189,2025-06-29 06:00:00+00:00,1751176800000,DRIFTUSDT,10.4485,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
190,2025-07-21 02:00:00+00:00,1753063200000,DRIFTUSDT,17.7213,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
191,2025-08-28 01:00:00+00:00,1756342800000,DRIFTUSDT,12.3657,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
192,2025-09-17 21:00:00+00:00,1758142800000,DRIFTUSDT,10.8824,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
193,2026-01-25 23:00:00+00:00,1769382000000,DRIFTUSDT,15.5853,fast,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
194,2026-04-02 10:00:00+00:00,1775124000000,DRIFTUSDT,11.4227,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
195,2026-04-08 06:00:00+00:00,1775628000000,DRIFTUSDT,18.4095,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
196,2026-04-11 07:00:00+00:00,1775890800000,DRIFTUSDT,13.28,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
197,2026-04-13 05:00:00+00:00,1776056400000,DRIFTUSDT,13.8634,fast,test,0,1,0,1,0,no_coverage,checked,macro_extreme|news_signal,MEDIUM
198,2026-04-16 11:00:00+00:00,1776337200000,DRIFTUSDT,17.5312,fast,test,0,1,0,0,0,checked,checked,macro_extreme,LOW
199,2026-05-26 06:00:00+00:00,1779775200000,DRIFTUSDT,14.7736,fast,test,0,0,0,0,0,checked,checked,none,NONE
200,2025-07-30 16:00:00+00:00,1753891200000,ESPORTSUSDT,46.4516,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
201,2025-08-03 15:00:00+00:00,1754233200000,ESPORTSUSDT,45.1741,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
202,2025-09-01 04:00:00+00:00,1756699200000,ESPORTSUSDT,22.5816,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
203,2025-09-04 02:00:00+00:00,1756951200000,ESPORTSUSDT,21.3537,main,train,0,0,1,0,0,no_coverage,no_coverage,stablecoin_inflow,LOW
204,2025-10-12 00:00:00+00:00,1760227200000,ESPORTSUSDT,49.2446,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
205,2025-11-03 17:00:00+00:00,1762189200000,ESPORTSUSDT,22.4034,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
206,2025-11-07 15:00:00+00:00,1762527600000,ESPORTSUSDT,32.7045,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
207,2025-11-12 06:00:00+00:00,1762927200000,ESPORTSUSDT,57.7648,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
208,2025-11-13 11:00:00+00:00,1763031600000,ESPORTSUSDT,41.3026,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
209,2025-11-14 03:00:00+00:00,1763089200000,ESPORTSUSDT,38.4336,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
210,2025-11-21 05:00:00+00:00,1763701200000,ESPORTSUSDT,16.6976,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
211,2025-11-26 13:00:00+00:00,1764162000000,ESPORTSUSDT,18.8918,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
212,2025-12-04 11:00:00+00:00,1764846000000,ESPORTSUSDT,22.3648,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
213,2026-01-03 15:00:00+00:00,1767452400000,ESPORTSUSDT,21.5688,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
214,2026-01-22 21:00:00+00:00,1769115600000,ESPORTSUSDT,17.8131,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
215,2026-02-05 19:00:00+00:00,1770318000000,ESPORTSUSDT,20.0047,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
216,2026-03-16 07:00:00+00:00,1773644400000,ESPORTSUSDT,17.3422,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
217,2026-03-25 11:00:00+00:00,1774436400000,ESPORTSUSDT,28.3926,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
218,2026-04-03 13:00:00+00:00,1775221200000,ESPORTSUSDT,22.4096,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
219,2026-04-18 16:00:00+00:00,1776528000000,ESPORTSUSDT,17.2147,main,test,0,1,0,0,0,checked,checked,macro_extreme,LOW
220,2026-04-24 10:00:00+00:00,1777024800000,ESPORTSUSDT,42.6522,main,test,0,0,0,0,0,checked,checked,none,NONE
221,2026-05-11 08:00:00+00:00,1778486400000,ESPORTSUSDT,38.4491,main,test,0,0,0,0,0,checked,checked,none,NONE
222,2026-05-13 16:00:00+00:00,1778688000000,ESPORTSUSDT,32.1176,main,test,0,0,0,0,0,checked,checked,none,NONE
223,2026-05-19 23:00:00+00:00,1779231600000,ESPORTSUSDT,34.7841,main,test,0,0,0,0,0,checked,checked,none,NONE
224,2026-05-26 14:00:00+00:00,1779804000000,ESPORTSUSDT,16.8367,main,test,0,0,0,0,0,checked,checked,none,NONE
225,2025-07-30 21:00:00+00:00,1753909200000,ESPORTSUSDT,10.5655,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
226,2025-07-30 23:00:00+00:00,1753916400000,ESPORTSUSDT,10.6546,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
227,2025-08-03 18:00:00+00:00,1754244000000,ESPORTSUSDT,14.8286,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
228,2025-09-04 07:00:00+00:00,1756969200000,ESPORTSUSDT,11.4722,fast,train,0,0,1,0,0,no_coverage,no_coverage,stablecoin_inflow,LOW
229,2025-09-09 02:00:00+00:00,1757383200000,ESPORTSUSDT,11.3411,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
230,2025-10-10 21:00:00+00:00,1760130000000,ESPORTSUSDT,17.8272,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
231,2025-11-04 15:00:00+00:00,1762268400000,ESPORTSUSDT,13.8395,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
232,2025-11-07 15:00:00+00:00,1762527600000,ESPORTSUSDT,16.8502,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
233,2025-11-12 15:00:00+00:00,1762959600000,ESPORTSUSDT,26.617,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
234,2025-11-13 12:00:00+00:00,1763035200000,ESPORTSUSDT,25.526,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
235,2025-11-14 03:00:00+00:00,1763089200000,ESPORTSUSDT,15.1929,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
236,2025-12-04 11:00:00+00:00,1764846000000,ESPORTSUSDT,21.7725,fast,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
237,2026-04-18 16:00:00+00:00,1776528000000,ESPORTSUSDT,14.0167,fast,test,0,1,0,0,0,checked,checked,macro_extreme,LOW
238,2026-04-24 14:00:00+00:00,1777039200000,ESPORTSUSDT,12.803,fast,test,0,0,0,0,0,checked,checked,none,NONE
239,2026-05-20 08:00:00+00:00,1779264000000,ESPORTSUSDT,12.7829,fast,test,0,0,0,0,0,checked,checked,none,NONE
240,2026-05-26 15:00:00+00:00,1779807600000,ESPORTSUSDT,15.6566,fast,test,0,0,0,0,0,checked,checked,none,NONE
241,2024-05-20 12:00:00+00:00,1716206400000,ETHUSDT,23.1026,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
242,2025-02-03 04:00:00+00:00,1738555200000,ETHUSDT,17.4204,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
243,2025-03-02 14:00:00+00:00,1740924000000,ETHUSDT,15.576,main,train,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
244,2025-04-09 03:00:00+00:00,1744167600000,ETHUSDT,17.9906,main,train,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
245,2025-05-08 08:00:00+00:00,1746691200000,ETHUSDT,24.6864,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
246,2026-01-19 06:00:00+00:00,1768802400000,FFUSDT,16.9341,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
247,2026-02-05 20:00:00+00:00,1770321600000,FFUSDT,15.1448,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
248,2026-04-10 14:00:00+00:00,1775829600000,FFUSDT,104.2372,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
249,2026-05-13 03:00:00+00:00,1778641200000,FFUSDT,16.7766,main,test,0,0,0,0,0,checked,checked,none,NONE
250,2026-05-14 18:00:00+00:00,1778781600000,FFUSDT,23.281,main,test,0,0,0,0,0,checked,checked,none,NONE
251,2026-05-26 13:00:00+00:00,1779800400000,FFUSDT,17.0909,main,test,0,0,0,0,0,checked,checked,none,NONE
252,2026-04-10 17:00:00+00:00,1775840400000,FFUSDT,95.6149,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
253,2026-05-27 12:00:00+00:00,1779883200000,FFUSDT,12.518,fast,test,0,0,0,0,0,checked,checked,none,NONE
254,2024-11-16 00:00:00+00:00,1731715200000,FILUSDT,15.8867,main,train,0,1,1,0,0,no_coverage,no_coverage,macro_extreme|stablecoin_inflow,MEDIUM
255,2024-11-23 04:00:00+00:00,1732334400000,FILUSDT,21.6123,main,train,0,1,1,0,0,no_coverage,no_coverage,macro_extreme|stablecoin_inflow,MEDIUM
256,2025-02-03 04:00:00+00:00,1738555200000,FILUSDT,22.8819,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
257,2025-11-06 17:00:00+00:00,1762448400000,FILUSDT,122.3667,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
258,2025-12-31 18:00:00+00:00,1767204000000,FILUSDT,21.248,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
259,2026-02-24 23:00:00+00:00,1771974000000,FILUSDT,25.6264,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
260,2026-05-05 04:00:00+00:00,1777953600000,FILUSDT,21.315,main,test,0,0,0,0,0,checked,checked,none,NONE
261,2026-05-08 13:00:00+00:00,1778245200000,FILUSDT,19.537,main,test,0,0,0,0,0,checked,checked,none,NONE
262,2025-11-07 08:00:00+00:00,1762502400000,FILUSDT,10.0333,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
263,2025-11-07 15:00:00+00:00,1762527600000,FILUSDT,18.9103,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
264,2026-05-08 14:00:00+00:00,1778248800000,FILUSDT,12.5565,fast,test,0,0,0,0,0,checked,checked,none,NONE
265,2026-01-15 14:00:00+00:00,1768485600000,GUAUSDT,18.6331,main,test,0,0,1,0,0,no_coverage,no_coverage,stablecoin_inflow,LOW
266,2026-02-24 09:00:00+00:00,1771923600000,GUAUSDT,30.4913,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
267,2026-03-03 22:00:00+00:00,1772575200000,GUAUSDT,15.3722,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
268,2026-03-19 22:00:00+00:00,1773957600000,GUAUSDT,19.3928,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
269,2026-03-30 05:00:00+00:00,1774846800000,GUAUSDT,17.4433,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
270,2026-04-01 03:00:00+00:00,1775012400000,GUAUSDT,29.5279,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
271,2026-04-02 15:00:00+00:00,1775142000000,GUAUSDT,24.2756,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
272,2026-04-18 19:00:00+00:00,1776538800000,GUAUSDT,46.3723,main,test,0,1,0,0,0,checked,checked,macro_extreme,LOW
273,2026-05-11 15:00:00+00:00,1778511600000,GUAUSDT,35.4986,main,test,0,0,0,0,0,checked,checked,none,NONE
274,2026-05-15 13:00:00+00:00,1778850000000,GUAUSDT,24.6076,main,test,0,0,0,0,0,checked,checked,none,NONE
275,2026-05-21 21:00:00+00:00,1779397200000,GUAUSDT,29.8916,main,test,0,0,0,0,0,checked,checked,none,NONE
276,2026-05-25 12:00:00+00:00,1779710400000,GUAUSDT,44.8886,main,test,0,0,0,0,0,checked,checked,none,NONE
277,2026-05-26 16:00:00+00:00,1779811200000,GUAUSDT,15.534,main,test,0,0,0,0,0,checked,checked,none,NONE
278,2026-05-20 05:00:00+00:00,1779253200000,GUAUSDT,14.3257,fast,test,0,0,0,0,0,checked,checked,none,NONE
279,2026-05-25 14:00:00+00:00,1779717600000,GUAUSDT,31.5339,fast,test,0,0,0,0,0,checked,checked,none,NONE
280,2026-05-27 00:00:00+00:00,1779840000000,GUAUSDT,12.7896,fast,test,0,0,0,0,0,checked,checked,none,NONE
281,2026-05-27 13:00:00+00:00,1779886800000,GUAUSDT,14.3026,fast,test,0,0,0,0,0,checked,checked,none,NONE
282,2026-05-27 16:00:00+00:00,1779897600000,GUAUSDT,42.2304,fast,test,0,0,0,0,0,checked,checked,none,NONE
283,2026-01-27 01:00:00+00:00,1769475600000,HYPEUSDT,28.8243,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
284,2026-02-02 06:00:00+00:00,1770012000000,HYPEUSDT,25.132,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
285,2026-05-14 03:00:00+00:00,1778727600000,HYPEUSDT,21.7656,main,test,0,0,0,0,0,checked,checked,none,NONE
286,2026-05-20 08:00:00+00:00,1779264000000,HYPEUSDT,20.5494,main,test,0,0,0,1,0,checked,checked,news_signal,LOW
287,2026-05-23 12:00:00+00:00,1779537600000,HYPEUSDT,16.2936,main,test,0,0,0,1,0,checked,checked,news_signal,LOW
288,2024-07-13 01:00:00+00:00,1720832400000,ICPUSDT,18.0601,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
289,2024-09-10 03:00:00+00:00,1725937200000,ICPUSDT,17.3072,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
290,2024-11-22 00:00:00+00:00,1732233600000,ICPUSDT,26.3584,main,train,0,1,1,0,0,no_coverage,no_coverage,macro_extreme|stablecoin_inflow,MEDIUM
291,2025-02-03 04:00:00+00:00,1738555200000,ICPUSDT,24.8982,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
292,2025-10-10 22:00:00+00:00,1760133600000,ICPUSDT,17.9965,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
293,2025-11-02 01:00:00+00:00,1762045200000,ICPUSDT,25.8093,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
294,2025-11-03 20:00:00+00:00,1762200000000,ICPUSDT,57.8038,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
295,2025-11-06 08:00:00+00:00,1762416000000,ICPUSDT,43.2347,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
296,2025-11-17 13:00:00+00:00,1763384400000,ICPUSDT,22.34,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
297,2025-12-20 11:00:00+00:00,1766228400000,ICPUSDT,16.1486,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
298,2026-01-14 02:00:00+00:00,1768356000000,ICPUSDT,33.5497,main,test,0,0,1,0,0,no_coverage,no_coverage,stablecoin_inflow,LOW
299,2026-03-11 05:00:00+00:00,1773205200000,ICPUSDT,15.7537,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
300,2026-05-05 23:00:00+00:00,1778022000000,ICPUSDT,20.5438,main,test,0,0,0,0,0,checked,checked,none,NONE
301,2026-05-08 02:00:00+00:00,1778205600000,ICPUSDT,33.777,main,test,0,0,0,1,0,checked,checked,news_signal,LOW
302,2025-11-04 01:00:00+00:00,1762218000000,ICPUSDT,12.5595,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
303,2025-11-07 04:00:00+00:00,1762488000000,ICPUSDT,10.2072,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
304,2025-11-07 06:00:00+00:00,1762495200000,ICPUSDT,10.1054,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
305,2025-11-08 01:00:00+00:00,1762563600000,ICPUSDT,11.573,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
306,2026-03-11 05:00:00+00:00,1773205200000,ICPUSDT,12.0594,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
307,2026-05-09 00:00:00+00:00,1778284800000,ICPUSDT,10.866,fast,test,0,0,0,0,0,checked,checked,none,NONE
308,2025-10-30 14:00:00+00:00,1761832800000,LABUSDT,199.7293,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
309,2025-10-31 08:00:00+00:00,1761897600000,LABUSDT,27.5661,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
310,2025-11-01 16:00:00+00:00,1762012800000,LABUSDT,49.3862,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
311,2025-11-04 05:00:00+00:00,1762232400000,LABUSDT,19.4805,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
312,2025-11-07 02:00:00+00:00,1762480800000,LABUSDT,57.4445,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
313,2025-12-07 16:00:00+00:00,1765123200000,LABUSDT,39.2908,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
314,2025-12-20 06:00:00+00:00,1766210400000,LABUSDT,39.5586,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
315,2025-12-21 21:00:00+00:00,1766350800000,LABUSDT,28.4109,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
316,2026-01-07 14:00:00+00:00,1767794400000,LABUSDT,22.0069,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
317,2026-01-17 17:00:00+00:00,1768669200000,LABUSDT,43.5595,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
318,2026-01-19 21:00:00+00:00,1768856400000,LABUSDT,23.5765,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
319,2026-01-20 07:00:00+00:00,1768892400000,LABUSDT,21.2637,main,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
320,2026-03-05 23:00:00+00:00,1772751600000,LABUSDT,19.3181,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
321,2026-03-10 09:00:00+00:00,1773133200000,LABUSDT,16.8131,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
322,2026-03-21 09:00:00+00:00,1774083600000,LABUSDT,25.8339,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
323,2026-03-27 12:00:00+00:00,1774612800000,LABUSDT,17.1885,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
324,2026-04-07 01:00:00+00:00,1775523600000,LABUSDT,40.1005,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
325,2026-04-11 23:00:00+00:00,1775948400000,LABUSDT,40.6085,main,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
326,2026-04-15 03:00:00+00:00,1776222000000,LABUSDT,23.3227,main,test,0,1,0,1,0,checked,checked,macro_extreme|news_signal,MEDIUM
327,2026-04-23 04:00:00+00:00,1776916800000,LABUSDT,53.8423,main,test,0,0,0,0,0,checked,checked,none,NONE
328,2026-04-24 08:00:00+00:00,1777017600000,LABUSDT,28.3463,main,test,0,0,0,0,0,checked,checked,none,NONE
329,2026-04-25 21:00:00+00:00,1777150800000,LABUSDT,32.7905,main,test,0,0,0,0,0,checked,checked,none,NONE
330,2026-05-01 16:00:00+00:00,1777651200000,LABUSDT,372.6756,main,test,0,0,0,0,0,checked,checked,none,NONE
331,2026-05-03 02:00:00+00:00,1777773600000,LABUSDT,204.5877,main,test,0,0,0,0,0,checked,checked,none,NONE
332,2026-05-03 23:00:00+00:00,1777849200000,LABUSDT,19.2748,main,test,0,0,0,0,0,checked,checked,none,NONE
333,2026-05-06 13:00:00+00:00,1778072400000,LABUSDT,99.9021,main,test,0,0,0,0,0,checked,checked,none,NONE
334,2026-05-14 11:00:00+00:00,1778756400000,LABUSDT,15.5267,main,test,0,0,0,0,0,checked,checked,none,NONE
335,2025-10-30 17:00:00+00:00,1761843600000,LABUSDT,63.0551,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
336,2025-10-30 20:00:00+00:00,1761854400000,LABUSDT,29.211,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
337,2025-10-30 22:00:00+00:00,1761861600000,LABUSDT,44.7006,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
338,2025-10-31 09:00:00+00:00,1761901200000,LABUSDT,15.5986,fast,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
339,2025-11-02 00:00:00+00:00,1762041600000,LABUSDT,15.2868,fast,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
340,2025-11-02 15:00:00+00:00,1762095600000,LABUSDT,21.941,fast,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
341,2025-11-07 11:00:00+00:00,1762513200000,LABUSDT,22.8958,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
342,2025-11-07 13:00:00+00:00,1762520400000,LABUSDT,15.0694,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
343,2025-11-28 23:00:00+00:00,1764370800000,LABUSDT,10.5134,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
344,2026-01-20 00:00:00+00:00,1768867200000,LABUSDT,10.1626,fast,test,0,0,0,0,0,no_coverage,no_coverage,none,NONE
345,2026-04-08 15:00:00+00:00,1775660400000,LABUSDT,19.5036,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
346,2026-04-08 18:00:00+00:00,1775671200000,LABUSDT,11.7144,fast,test,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
347,2026-04-14 01:00:00+00:00,1776128400000,LABUSDT,17.9223,fast,test,0,1,0,1,0,checked,checked,macro_extreme|news_signal,MEDIUM
348,2026-04-15 03:00:00+00:00,1776222000000,LABUSDT,11.2474,fast,test,0,1,0,1,0,checked,checked,macro_extreme|news_signal,MEDIUM
349,2026-04-24 08:00:00+00:00,1777017600000,LABUSDT,28.3463,fast,test,0,0,0,0,0,checked,checked,none,NONE
350,2026-04-25 21:00:00+00:00,1777150800000,LABUSDT,10.675,fast,test,0,0,0,0,0,checked,checked,none,NONE
351,2026-04-26 04:00:00+00:00,1777176000000,LABUSDT,14.4043,fast,test,0,0,0,0,0,checked,checked,none,NONE
352,2026-05-01 18:00:00+00:00,1777658400000,LABUSDT,13.9922,fast,test,0,0,0,0,0,checked,checked,none,NONE
353,2026-05-01 22:00:00+00:00,1777672800000,LABUSDT,25.3424,fast,test,0,0,0,0,0,checked,checked,none,NONE
354,2026-05-02 03:00:00+00:00,1777690800000,LABUSDT,23.1586,fast,test,0,0,0,0,0,checked,checked,none,NONE
355,2026-05-02 08:00:00+00:00,1777708800000,LABUSDT,19.6613,fast,test,0,0,0,0,0,checked,checked,none,NONE
356,2026-05-02 13:00:00+00:00,1777726800000,LABUSDT,18.172,fast,test,0,0,0,0,0,checked,checked,none,NONE
357,2026-05-02 15:00:00+00:00,1777734000000,LABUSDT,16.1795,fast,test,0,0,0,0,0,checked,checked,none,NONE
358,2026-05-02 20:00:00+00:00,1777752000000,LABUSDT,27.5323,fast,test,0,0,0,0,0,checked,checked,none,NONE
359,2026-05-03 02:00:00+00:00,1777773600000,LABUSDT,44.3242,fast,test,0,0,0,0,0,checked,checked,none,NONE
360,2026-05-03 08:00:00+00:00,1777795200000,LABUSDT,27.8448,fast,test,0,0,0,0,0,checked,checked,none,NONE
361,2026-05-03 12:00:00+00:00,1777809600000,LABUSDT,17.3521,fast,test,0,0,0,0,0,checked,checked,none,NONE
362,2026-05-03 16:00:00+00:00,1777824000000,LABUSDT,21.507,fast,test,0,0,0,0,0,checked,checked,none,NONE
363,2026-05-03 20:00:00+00:00,1777838400000,LABUSDT,10.3379,fast,test,0,0,0,0,0,checked,checked,none,NONE
364,2026-05-03 23:00:00+00:00,1777849200000,LABUSDT,18.0692,fast,test,0,0,0,0,0,checked,checked,none,NONE
365,2026-05-04 11:00:00+00:00,1777892400000,LABUSDT,15.3022,fast,test,0,0,0,0,0,checked,checked,none,NONE
366,2026-05-04 23:00:00+00:00,1777935600000,LABUSDT,13.3165,fast,test,0,0,0,0,0,checked,checked,none,NONE
367,2026-05-05 07:00:00+00:00,1777964400000,LABUSDT,15.2055,fast,test,0,0,0,0,0,checked,checked,none,NONE
368,2026-05-06 06:00:00+00:00,1778047200000,LABUSDT,11.4599,fast,test,0,0,0,0,0,checked,checked,none,NONE
369,2026-05-06 13:00:00+00:00,1778072400000,LABUSDT,57.4115,fast,test,0,0,0,0,0,checked,checked,none,NONE
370,2026-05-06 15:00:00+00:00,1778079600000,LABUSDT,10.8793,fast,test,0,0,0,0,0,checked,checked,none,NONE
371,2026-05-07 12:00:00+00:00,1778155200000,LABUSDT,14.6073,fast,test,0,0,0,0,0,checked,checked,none,NONE
372,2026-05-11 17:00:00+00:00,1778518800000,LABUSDT,37.0383,fast,test,1,0,0,0,0,checked,checked,liq_sweep,LOW
373,2026-05-15 05:00:00+00:00,1778821200000,LABUSDT,24.704,fast,test,0,0,0,0,0,checked,checked,none,NONE
374,2026-05-15 20:00:00+00:00,1778875200000,LABUSDT,11.3652,fast,test,0,0,0,0,0,checked,checked,none,NONE
375,2024-05-16 14:00:00+00:00,1715868000000,LINKUSDT,21.8513,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
376,2024-08-05 12:00:00+00:00,1722859200000,LINKUSDT,21.8524,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
377,2024-12-01 20:00:00+00:00,1733083200000,LINKUSDT,34.9775,main,train,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
378,2024-12-12 00:00:00+00:00,1733961600000,LINKUSDT,21.392,main,train,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
379,2025-01-19 11:00:00+00:00,1737284400000,LINKUSDT,18.3981,main,train,0,1,1,0,0,no_coverage,no_coverage,macro_extreme|stablecoin_inflow,MEDIUM
380,2025-02-03 02:00:00+00:00,1738548000000,LINKUSDT,27.899,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
381,2025-04-07 06:00:00+00:00,1744005600000,LINKUSDT,15.9608,main,train,0,1,0,0,0,no_coverage,no_coverage,macro_extreme,LOW
382,2025-08-17 02:00:00+00:00,1755396000000,LINKUSDT,15.1757,main,train,0,0,1,0,0,no_coverage,no_coverage,stablecoin_inflow,LOW
383,2024-08-05 12:00:00+00:00,1722859200000,NEARUSDT,17.8616,main,train,0,0,0,0,0,no_coverage,no_coverage,none,NONE
