run_ts,symbol,setup,score,grade,pump_score,direction,price_entry,stop,tp1,tp2,funding,oi_24h_pct,mtf_bull,mtf_bear,rsi_1h,cvd_kline,cvd_trade,ema_bull_1h,ema_bull_4h,choch_bull_1h,vwap_dev,rs_btc,resolve_4h_ts,price_4h,change_4h_pct,hit_tp1_4h,hit_stop_4h,outcome_4h,resolve_24h_ts,price_24h,change_24h_pct,hit_tp1_24h,hit_stop_24h,outcome_24h
2026-04-12T09:56:48,1000BONKUSDT,bos_fvg,80,—,67,ШОРТ,0.0057215,0.00587186,0.0055962,0.00551267,-0.00996,3.6085518801596925,3,5,28.64,-23.6,9.1,0,0,0,-2.72,1.56,2026-04-13T14:57:32,0.005732,0.18,0,0,FLAT,2026-04-13T14:57:33,0.005732,0.18,0,0,FLAT
2026-04-12T09:56:48,LTCUSDT,squeeze,79,—,44,ЛОНГ,53.71,53.1395998,54.1853335,54.5022225,0.002704,-1.3253890440169338,2,5,17.67,-2.9,-17.5,0,0,0,-1.69,0.92,2026-04-13T14:57:33,53.23,-0.89,0,0,LOSS,2026-04-13T14:57:35,53.23,-0.89,0,0,LOSS
2026-04-12T09:56:48,ETHUSDT,squeeze,78,—,23,ЛОНГ,2213.15,2176.101869,2244.0234425,2264.6057375,-0.010657,-0.663894544988547,3,4,17.46,13.2,-0.3,0,0,0,-2.01,0.7,2026-04-13T14:57:37,2224.26,0.5,0,0,WIN,2026-04-13T14:57:39,2224.47,0.51,0,0,WIN
2026-04-12T09:56:48,NEARUSDT,squeeze,77,—,55,ЛОНГ,1.3279,1.2963491,1.35419242,1.3717207,-0.012218999999999999,-2.040699245012529,1,5,14.79,-9.7,-10.5,0,0,0,-3.47,0.69,2026-04-13T14:57:39,1.396,5.13,1,0,TP1,2026-04-13T14:57:40,1.396,5.13,1,0,TP1
2026-04-12T09:56:48,PENGUUSDT,squeeze,77,—,71,ЛОНГ,0.006594,0.00633881,0.00680666,0.00694843,-0.019144,2.2254332096764737,3,5,33.61,-9.8,-19.1,0,0,0,-4.54,0.86,2026-04-13T14:57:41,0.00663,0.55,0,0,WIN,2026-04-13T14:57:41,0.006629,0.53,0,0,WIN
2026-04-12T09:56:48,ONDOUSDT,bos_fvg,73,—,59,ШОРТ,0.2471,0.2519481,0.24305991,0.24036652,0.003745,1.314494309020677,0,5,23.08,-25.2,22.8,0,0,0,-2.51,1.55,2026-04-13T14:57:42,0.2528,2.31,0,1,STOP,2026-04-13T14:57:43,0.2527,2.27,0,1,STOP
2026-04-12T09:56:48,ARIAUSDT,squeeze,59,—,47,ЛОНГ,0.90751,0.74513831,1.04281974,1.13302623,0.060383,-2.7501930466009843,5,0,51.8,28.5,28.3,1,1,0,17.79,-36.93,2026-04-13T14:57:43,0.81234,-10.49,0,0,LOSS,2026-04-13T14:57:44,0.81234,-10.49,0,0,LOSS
2026-04-12T09:56:48,SUIUSDT,bos_fvg,59,—,48,ШОРТ,0.91184,0.92956617,0.89706819,0.88722032,0.00204,-1.6610281296010567,0,5,21.83,-26.5,19.9,0,0,0,-2.38,1.37,2026-04-13T14:57:45,0.9178,0.65,0,0,LOSS,2026-04-13T14:57:46,0.9178,0.65,0,0,LOSS
2026-04-12T10:00:37,ENJUSDT,breakout,173,—,173,ЛОНГ,0.033383,0.03042059,0.03585167,0.03749745,-0.048992,11.457088360897718,5,0,61.05,29.0,7.8,1,1,0,6.43,-9.86,2026-04-13T14:57:46,0.047362,41.87,1,0,TP1,2026-04-13T14:57:47,0.047363,41.88,1,0,TP1
2026-04-12T10:00:37,NOMUSDT,breakout,146,—,146,ЛОНГ,0.004228,0.00391826,0.00448612,0.0046582,-0.7149179999999999,12.427812780240464,0,5,37.52,11.9,-17.4,0,0,0,-1.23,2.8,2026-04-13T14:57:49,0.003605,-14.74,0,1,STOP,2026-04-13T14:57:51,0.003605,-14.74,0,1,STOP
2026-04-12T10:00:37,BLESSUSDT,bos_fvg,143,—,104,ЛОНГ,0.008179,0.00725592,0.00894823,0.00946106,0.005,59.849669496594,5,0,63.52,-0.5,12.0,1,1,0,2.66,-11.48,2026-04-13T14:57:51,0.013448,64.42,1,0,TP1,2026-04-13T14:57:52,0.013478,64.79,1,0,TP1
2026-04-12T10:00:37,SIRENUSDT,breakout,141,—,141,ЛОНГ,0.84234,0.77395884,0.8993243,0.93731383,-1.5643449999999999,6.213923907816544,5,0,68.43,5.3,-35.0,1,1,0,3.16,5.32,2026-04-13T14:57:53,0.78408,-6.92,0,0,LOSS,2026-04-13T14:57:54,0.78408,-6.92,0,0,LOSS
2026-04-12T10:00:37,SOLUSDT,squeeze,134,—,44,ЛОНГ,82.144,80.76890944,83.2899088,84.053848,-0.011243000000000001,-5.718048346791491,2,5,20.44,-16.9,-54.7,0,0,0,-2.04,1.44,2026-04-13T14:57:54,83.41,1.54,1,0,TP1,2026-04-13T14:57:55,83.41,1.54,1,0,TP1
2026-04-12T10:00:37,TONUSDT,bos_fvg,133,—,101,ЛОНГ,1.4205,1.37089614,1.46183655,1.48939425,-0.01724,8.757525573267362,5,0,36.52,1.2,9.5,1,1,0,-1.4,-2.76,2026-04-13T14:57:57,1.4436,1.63,0,0,WIN,2026-04-13T14:57:57,1.4436,1.63,0,0,WIN
2026-04-12T10:00:37,TRUUSDT,breakout,131,—,131,ЛОНГ,0.010611,0.00895887,0.01198778,0.01290563,-0.8891619999999999,44.405138711009755,5,0,56.75,19.8,-34.0,1,1,0,13.17,-36.94,2026-04-13T14:57:59,0.00765,-27.91,0,1,STOP,2026-04-13T14:58:00,0.00765,-27.91,0,1,STOP
2026-04-12T10:00:37,CLUSDT,bos_fvg,130,—,85,ЛОНГ,93.623,91.6850039,95.23799675,96.31466125,0.599213,54.28859853001532,4,2,73.31,5.6,-38.3,0,0,0,1.82,-1.1,2026-04-13T14:58:01,95.968,2.5,1,0,TP1,2026-04-13T14:58:01,95.971,2.51,1,0,TP1
2026-04-12T10:00:37,DASHUSDT,bos_fvg,128,—,105,ШОРТ,43.41,45.871347,41.3588775,39.9914625,0.001204,-9.000148234211194,3,4,37.72,-29.6,-1.9,0,1,0,-2.91,3.84,2026-04-13T14:58:02,41.58,-4.22,0,0,WIN,2026-04-13T14:58:03,41.59,-4.19,0,0,WIN
2026-04-12T10:00:37,TAOUSDT,bos_fvg,127,—,60,ШОРТ,265.72,275.3815792,257.668684,252.30114,-0.030245,12.344027742424704,3,5,48.72,-13.5,-9.5,0,0,0,-0.66,-0.71,2026-04-13T14:58:04,260.11,-2.11,0,0,WIN,2026-04-13T14:58:04,260.11,-2.11,0,0,WIN
2026-04-12T10:00:37,VVVUSDT,bos_fvg,119,—,113,ЛОНГ,7.9516,7.50360686,8.32492762,8.5738127,0.005,-1.2984644352201444,4,1,31.82,-20.5,-25.1,0,1,0,-4.74,2.35,2026-04-13T14:58:05,8.865,11.49,1,0,TP1,2026-04-13T14:58:06,8.8616,11.44,1,0,TP1
2026-04-12T10:00:37,FFUSDT,squeeze,118,—,114,ЛОНГ,0.08499,0.08108896,0.08824087,0.09040811,0.00125,-1.5755484532504374,5,2,25.28,-33.3,51.8,0,0,0,-6.22,4.91,2026-04-13T14:58:06,0.07782,-8.44,0,1,STOP,2026-04-13T14:58:07,0.07782,-8.44,0,1,STOP
2026-04-12T10:00:37,RAVEUSDT,squeeze,116,—,108,ЛОНГ,2.48785,2.12736053,2.78825789,2.98852981,-0.388782,-23.44829857413918,5,0,74.03,15.6,40.7,1,1,0,11.5,-9.76,2026-04-13T14:58:08,9.61325,286.41,1,0,TP1,2026-04-13T14:58:09,9.615,286.48,1,0,TP1
2026-04-12T10:00:37,LABUSDT,breakout,116,—,116,ЛОНГ,0.48608,0.44163284,0.5231193,0.54781216,0.005,-2.8405195345171124,5,1,58.86,1.9,-19.4,1,1,0,3.54,3.14,2026-04-13T14:58:10,0.58399,20.14,1,0,TP1,2026-04-13T14:58:11,0.58523,20.4,1,0,TP1
2026-04-12T10:00:37,ZECUSDT,breakout,114,—,114,ЛОНГ,367.58,356.662874,376.677605,382.742675,0.01,-7.200036248925478,3,2,39.01,-12.2,48.6,1,1,0,-0.52,1.79,2026-04-13T14:58:12,360.59,-1.9,0,0,LOSS,2026-04-13T14:58:13,360.59,-1.9,0,0,LOSS
